"declaration_title","state","designated_area","year_declared"
"Hurricane","AR","Howard (County)",2020
"Hurricane","AR","Cleveland (County)",2020
"Hurricane","AR","Hot Spring (County)",2020
"Hurricane","AR","Greene (County)",2020
"Hurricane","AR","Hempstead (County)",2020
"Hurricane","AR","Lee (County)",2020
"Hurricane","AR","Scott (County)",2020
"Hurricane","AR","Sebastian (County)",2020
"Hurricane","AR","Washington (County)",2020
"Hurricane","AR","Lincoln (County)",2020
"Hurricane","AR","Lafayette (County)",2020
"Hurricane","AR","Madison (County)",2020
"Hurricane","AR","Poinsett (County)",2020
"Hurricane","AR","St. Francis (County)",2020
"Hurricane","AR","Miller (County)",2020
"Hurricane","AR","Van Buren (County)",2020
"Hurricane","AR","Montgomery (County)",2020
"Hurricane","AR","White (County)",2020
"Hurricane","AR","Nevada (County)",2020
"Hurricane","AR","Randolph (County)",2020
"Hurricane","AR","Union (County)",2020
"Hurricane","AR","Ouachita (County)",2020
"Hurricane","AR","Saline (County)",2020
"Hurricane","AR","Stone (County)",2020
"Hurricane","AR","Woodruff (County)",2020
"Hurricane","AR","Lonoke (County)",2020
"Hurricane","AR","Perry (County)",2020
"Hurricane","AR","Pulaski (County)",2020
"Hurricane","AR","Sharp (County)",2020
"Hurricane","AR","Newton (County)",2020
"Hurricane","AR","Polk (County)",2020
"Hurricane","AR","Little River (County)",2020
"Hurricane","AR","Jackson (County)",2020
"Hurricane","AR","Monroe (County)",2020
"Hurricane","AR","Phillips (County)",2020
"Hurricane","AR","Searcy (County)",2020
"Hurricane","AR","Johnson (County)",2020
"Hurricane","AR","Lawrence (County)",2020
"Hurricane","AR","Pope (County)",2020
"Hurricane","AR","Mississippi (County)",2020
"Hurricane","AR","Pike (County)",2020
"Hurricane","AR","Prairie (County)",2020
"Hurricane","AR","Logan (County)",2020
"Hurricane","AR","Sevier (County)",2020
"Hurricane","AR","Yell (County)",2020
"Hurricane","AR","Marion (County)",2020
"Fire","OR","Wasco (County)",2020
"Hurricane","LA","De Soto (Parish)",2020
"Hurricane","LA","Avoyelles (Parish)",2020
"Hurricane","LA","Caldwell (Parish)",2020
"Hurricane","LA","Assumption (Parish)",2020
"Hurricane","LA","East Carroll (Parish)",2020
"Hurricane","LA","Bossier (Parish)",2020
"Hurricane","LA","Ascension (Parish)",2020
"Hurricane","LA","Jefferson (Parish)",2020
"Hurricane","LA","Claiborne (Parish)",2020
"Hurricane","LA","Bienville (Parish)",2020
"Hurricane","LA","Concordia (Parish)",2020
"Hurricane","LA","Franklin (Parish)",2020
"Hurricane","LA","East Feliciana (Parish)",2020
"Hurricane","LA","Catahoula (Parish)",2020
"Hurricane","LA","Iberia (Parish)",2020
"Hurricane","LA","East Baton Rouge (Parish)",2020
"Hurricane","LA","Lafourche (Parish)",2020
"Hurricane","LA","Washington (Parish)",2020
"Hurricane","LA","West Baton Rouge (Parish)",2020
"Hurricane","LA","Acadia (Parish)",2020
"Hurricane","LA","Jackson (Parish)",2020
"Hurricane","LA","Morehouse (Parish)",2020
"Hurricane","LA","Lafayette (Parish)",2020
"Hurricane","LA","St. Mary (Parish)",2020
"Hurricane","LA","West Carroll (Parish)",2020
"Hurricane","LA","Beauregard (Parish)",2020
"Hurricane","LA","Calcasieu (Parish)",2020
"Hurricane","LA","Vermilion (Parish)",2020
"Hurricane","LA","St. John the Baptist (Parish)",2020
"Hurricane","LA","St. Landry (Parish)",2020
"Hurricane","LA","Plaquemines (Parish)",2020
"Hurricane","LA","St. Charles (Parish)",2020
"Hurricane","LA","La Salle (Parish)",2020
"Hurricane","LA","Iberville (Parish)",2020
"Hurricane","LA","Orleans (Parish)",2020
"Hurricane","LA","St. James (Parish)",2020
"Hurricane","LA","St. Martin (Parish)",2020
"Hurricane","LA","St. Tammany (Parish)",2020
"Hurricane","LA","Jefferson Davis (Parish)",2020
"Hurricane","LA","Terrebonne (Parish)",2020
"Hurricane","LA","Cameron (Parish)",2020
"Hurricane","LA","West Feliciana (Parish)",2020
"Hurricane","LA","Lincoln (Parish)",2020
"Hurricane","LA","Ouachita (Parish)",2020
"Hurricane","LA","Evangeline (Parish)",2020
"Hurricane","LA","Red River (Parish)",2020
"Hurricane","LA","Webster (Parish)",2020
"Hurricane","LA","Winn (Parish)",2020
"Hurricane","LA","Rapides (Parish)",2020
"Hurricane","LA","Allen (Parish)",2020
"Hurricane","LA","Caddo (Parish)",2020
"Hurricane","LA","Natchitoches (Parish)",2020
"Hurricane","LA","Union (Parish)",2020
"Hurricane","LA","Madison (Parish)",2020
"Hurricane","LA","Vernon (Parish)",2020
"Hurricane","LA","Richland (Parish)",2020
"Hurricane","LA","Tensas (Parish)",2020
"Hurricane","LA","Grant (Parish)",2020
"Hurricane","LA","Pointe Coupee (Parish)",2020
"Hurricane","LA","St. Bernard (Parish)",2020
"Hurricane","LA","Sabine (Parish)",2020
"Hurricane","LA","Livingston (Parish)",2020
"Hurricane","LA","St. Helena (Parish)",2020
"Hurricane","LA","Tangipahoa (Parish)",2020
"Fire","WA","Yakima (County)",2020
"Fire","MT","Garfield (County)",2020
"Fire","MT","Yellowstone (County)",2020
"Fire","MT","Musselshell (County)",2020
"Fire","MT","Rosebud (County)",2020
"Fire","MT","Powder River (County)",2020
"Fire","MT","Custer (County)",2020
"Fire","MT","Gallatin (County)",2020
"Fire","WY","Carbon (County)",2020
"Fire","CA","Madera (County)",2020
"Fire","CA","Fresno (County)",2020
"Fire","CO","Larimer (County)",2020
"Fire","CA","San Bernardino (County)",2020
"Fire","WA","Douglas (County)",2020
"Fire","WA","Okanogan (County)",2020
"Fire","WA","Colville Indian Reservation",2020
"Fire","WA","Chelan (County)",2020
"Fire","UT","Utah (County)",2020
"Fire","OR","Klamath (County)",2020
"Fire","WA","Spokane (County)",2020
"Fire","WA","Whitman (County)",2020
"Fire","OR","Warm Springs Indian Reservation",2020
"Fire","OR","Marion (County)",2020
"Fire","OR","Clackamas (County)",2020
"Fire","OR","Jefferson (County)",2020
"Fire","OR","Linn (County)",2020
"Fire","OR","Lane (County)",2020
"Fire","OR","Washington (County)",2020
"Fire","WA","Pierce (County)",2020
"Fire","WA","Thurston (County)",2020
"Fire","CA","Siskiyou (County)",2020
"Fire","OR","Lincoln (County)",2020
"Fire","CA","Butte (County)",2020
"Fire","CA","Plumas (County)",2020
"Fire","CA","Yuba (County)",2020
"Hurricane","PR","Hormigueros (Municipio)",2020
"Hurricane","PR","Mayaguez (Municipio)",2020
"Hurricane","PR","Rincon (Municipio)",2020
"Hurricane","PR","Aguada (Municipio)",2020
"Fire","OR","Jackson (County)",2020
"Fire","OR","Douglas (County)",2020
"Fire","OR","Clackamas (County)",2020
"Fire","OR","Jackson (County)",2020
"Fire","OR","Tillamook (County)",2020
"Fire","OR","Josephine (County)",2020
"Fire","OR","Clackamas (County)",2020
"Severe Storm","IA","Sac and Fox Tribe of the Mississippi in Iowa",2020
"Fire","OR","Washington (County)",2020
"Fire","OR","Yamhill (County)",2020
"Fire","OR","Tillamook (County)",2020
"Fire","OR","Jackson (County)",2020
"Fire","OR","Clackamas (County)",2020
"Fire","OR","Marion (County)",2020
"Fire","OR","Linn (County)",2020
"Fire","OR","Klamath (County)",2020
"Fire","OR","Jefferson (County)",2020
"Fire","OR","Washington (County)",2020
"Fire","OR","Douglas (County)",2020
"Fire","OR","Lincoln (County)",2020
"Fire","OR","Lane (County)",2020
"Fire","OR","Lake (County)",2020
"Fire","CA","Tulare (County)",2020
"Fire","CA","Los Angeles (County)",2020
"Hurricane","LA","Bienville (Parish)",2020
"Hurricane","LA","Avoyelles (Parish)",2020
"Hurricane","LA","Beauregard (Parish)",2020
"Hurricane","LA","Ascension (Parish)",2020
"Hurricane","LA","Allen (Parish)",2020
"Hurricane","LA","Caddo (Parish)",2020
"Hurricane","LA","Acadia (Parish)",2020
"Hurricane","LA","Bossier (Parish)",2020
"Hurricane","LA","Assumption (Parish)",2020
"Hurricane","LA","Cameron (Parish)",2020
"Hurricane","LA","East Feliciana (Parish)",2020
"Hurricane","LA","East Carroll (Parish)",2020
"Hurricane","LA","Iberville (Parish)",2020
"Hurricane","LA","Claiborne (Parish)",2020
"Hurricane","LA","East Baton Rouge (Parish)",2020
"Hurricane","LA","Evangeline (Parish)",2020
"Hurricane","LA","Grant (Parish)",2020
"Hurricane","LA","Catahoula (Parish)",2020
"Hurricane","LA","Franklin (Parish)",2020
"Hurricane","LA","Jefferson Davis (Parish)",2020
"Hurricane","LA","Jackson (Parish)",2020
"Hurricane","LA","Concordia (Parish)",2020
"Hurricane","LA","Caldwell (Parish)",2020
"Hurricane","LA","Calcasieu (Parish)",2020
"Hurricane","LA","De Soto (Parish)",2020
"Hurricane","LA","Iberia (Parish)",2020
"Hurricane","LA","Lafayette (Parish)",2020
"Hurricane","LA","Orleans (Parish)",2020
"Hurricane","LA","Lincoln (Parish)",2020
"Hurricane","LA","Morehouse (Parish)",2020
"Hurricane","LA","Livingston (Parish)",2020
"Hurricane","LA","Madison (Parish)",2020
"Hurricane","LA","Ouachita (Parish)",2020
"Hurricane","LA","Lafourche (Parish)",2020
"Hurricane","LA","Jefferson (Parish)",2020
"Hurricane","LA","Plaquemines (Parish)",2020
"Hurricane","LA","La Salle (Parish)",2020
"Hurricane","LA","Natchitoches (Parish)",2020
"Hurricane","LA","Rapides (Parish)",2020
"Hurricane","LA","St. Charles (Parish)",2020
"Hurricane","LA","Red River (Parish)",2020
"Hurricane","LA","Sabine (Parish)",2020
"Hurricane","LA","Pointe Coupee (Parish)",2020
"Hurricane","LA","St. Helena (Parish)",2020
"Hurricane","LA","St. Bernard (Parish)",2020
"Hurricane","LA","St. James (Parish)",2020
"Hurricane","LA","St. John the Baptist (Parish)",2020
"Hurricane","LA","St. Landry (Parish)",2020
"Hurricane","LA","Tangipahoa (Parish)",2020
"Hurricane","LA","St. Mary (Parish)",2020
"Hurricane","LA","St. Martin (Parish)",2020
"Hurricane","LA","St. Tammany (Parish)",2020
"Hurricane","LA","Richland (Parish)",2020
"Hurricane","LA","Union (Parish)",2020
"Hurricane","LA","Terrebonne (Parish)",2020
"Hurricane","LA","Tensas (Parish)",2020
"Hurricane","LA","Vernon (Parish)",2020
"Hurricane","LA","Webster (Parish)",2020
"Hurricane","LA","Vermilion (Parish)",2020
"Hurricane","LA","Washington (Parish)",2020
"Hurricane","LA","West Baton Rouge (Parish)",2020
"Hurricane","LA","West Carroll (Parish)",2020
"Hurricane","LA","Winn (Parish)",2020
"Hurricane","LA","West Feliciana (Parish)",2020
"Hurricane","MS","Amite (County)",2020
"Hurricane","MS","Adams (County)",2020
"Hurricane","MS","Covington (County)",2020
"Hurricane","MS","Forrest (County)",2020
"Hurricane","MS","George (County)",2020
"Hurricane","MS","Hancock (County)",2020
"Hurricane","MS","Jefferson (County)",2020
"Hurricane","MS","Greene (County)",2020
"Hurricane","MS","Jefferson Davis (County)",2020
"Hurricane","MS","Jackson (County)",2020
"Hurricane","MS","Franklin (County)",2020
"Hurricane","MS","Jones (County)",2020
"Hurricane","MS","Harrison (County)",2020
"Hurricane","MS","Lamar (County)",2020
"Hurricane","MS","Lawrence (County)",2020
"Hurricane","MS","Marion (County)",2020
"Hurricane","MS","Lincoln (County)",2020
"Hurricane","MS","Pearl River (County)",2020
"Hurricane","MS","Stone (County)",2020
"Hurricane","MS","Pike (County)",2020
"Hurricane","MS","Perry (County)",2020
"Hurricane","MS","Walthall (County)",2020
"Hurricane","MS","Wilkinson (County)",2020
"Hurricane","MS","Wayne (County)",2020
"Hurricane","AL","Poarch Band of Creek Indians",2020
"Hurricane","AL","Autauga (County)",2020
"Hurricane","AL","Baldwin (County)",2020
"Hurricane","AL","Barbour (County)",2020
"Hurricane","AL","Coosa (County)",2020
"Hurricane","AL","Crenshaw (County)",2020
"Hurricane","AL","Calhoun (County)",2020
"Hurricane","AL","Coffee (County)",2020
"Hurricane","AL","Bibb (County)",2020
"Hurricane","AL","Clay (County)",2020
"Hurricane","AL","Clarke (County)",2020
"Hurricane","AL","Blount (County)",2020
"Hurricane","AL","Chambers (County)",2020
"Hurricane","AL","Choctaw (County)",2020
"Hurricane","AL","Cleburne (County)",2020
"Hurricane","AL","Conecuh (County)",2020
"Hurricane","AL","Chilton (County)",2020
"Hurricane","AL","Bullock (County)",2020
"Hurricane","AL","Butler (County)",2020
"Hurricane","AL","Cherokee (County)",2020
"Hurricane","AL","Colbert (County)",2020
"Hurricane","AL","Covington (County)",2020
"Hurricane","AL","Cullman (County)",2020
"Hurricane","AL","Dale (County)",2020
"Hurricane","AL","Elmore (County)",2020
"Hurricane","AL","Dallas (County)",2020
"Hurricane","AL","DeKalb (County)",2020
"Hurricane","AL","Escambia (County)",2020
"Hurricane","AL","Etowah (County)",2020
"Hurricane","AL","Fayette (County)",2020
"Hurricane","AL","Franklin (County)",2020
"Hurricane","AL","Hale (County)",2020
"Hurricane","AL","Greene (County)",2020
"Hurricane","AL","Henry (County)",2020
"Hurricane","AL","Jackson (County)",2020
"Hurricane","AL","Geneva (County)",2020
"Hurricane","AL","Houston (County)",2020
"Hurricane","AL","Jefferson (County)",2020
"Hurricane","AL","Lamar (County)",2020
"Hurricane","AL","Lauderdale (County)",2020
"Hurricane","AL","Lee (County)",2020
"Hurricane","AL","Lawrence (County)",2020
"Hurricane","AL","Limestone (County)",2020
"Hurricane","AL","Lowndes (County)",2020
"Hurricane","AL","Madison (County)",2020
"Hurricane","AL","Macon (County)",2020
"Hurricane","AL","Marengo (County)",2020
"Hurricane","AL","Marion (County)",2020
"Hurricane","AL","Monroe (County)",2020
"Hurricane","AL","Montgomery (County)",2020
"Hurricane","AL","Perry (County)",2020
"Hurricane","AL","Mobile (County)",2020
"Hurricane","AL","Morgan (County)",2020
"Hurricane","AL","Marshall (County)",2020
"Hurricane","AL","Pickens (County)",2020
"Hurricane","AL","Pike (County)",2020
"Hurricane","AL","Randolph (County)",2020
"Hurricane","AL","Russell (County)",2020
"Hurricane","AL","St. Clair (County)",2020
"Hurricane","AL","Sumter (County)",2020
"Hurricane","AL","Shelby (County)",2020
"Hurricane","AL","Washington (County)",2020
"Hurricane","AL","Wilcox (County)",2020
"Hurricane","AL","Tuscaloosa (County)",2020
"Hurricane","AL","Winston (County)",2020
"Hurricane","AL","Talladega (County)",2020
"Hurricane","AL","Walker (County)",2020
"Hurricane","AL","Tallapoosa (County)",2020
"Fire","OR","Benton (County)",2020
"Fire","OR","Coos (County)",2020
"Fire","OR","Linn (County)",2020
"Fire","OR","Douglas (County)",2020
"Fire","OR","Lane (County)",2020
"Fire","OR","Jefferson (County)",2020
"Fire","OR","Klamath (County)",2020
"Fire","OR","Tillamook (County)",2020
"Fire","OR","Multnomah (County)",2020
"Fire","OR","Marion (County)",2020
"Fire","OR","Wasco (County)",2020
"Fire","OR","Washington (County)",2020
"Fire","OR","Josephine (County)",2020
"Fire","OR","Lake (County)",2020
"Fire","OR","Clackamas (County)",2020
"Fire","OR","Deschutes (County)",2020
"Fire","OR","Columbia (County)",2020
"Fire","OR","Lincoln (County)",2020
"Fire","OR","Yamhill (County)",2020
"Fire","OR","Jackson (County)",2020
"Hurricane","FL","Franklin (County)",2020
"Hurricane","FL","Gulf (County)",2020
"Hurricane","FL","Okaloosa (County)",2020
"Hurricane","FL","Washington (County)",2020
"Hurricane","FL","Bay (County)",2020
"Hurricane","FL","Escambia (County)",2020
"Hurricane","FL","Calhoun (County)",2020
"Hurricane","FL","Holmes (County)",2020
"Hurricane","FL","Jackson (County)",2020
"Hurricane","FL","Santa Rosa (County)",2020
"Hurricane","FL","Liberty (County)",2020
"Hurricane","FL","Gadsden (County)",2020
"Hurricane","FL","Walton (County)",2020
"Hurricane","AL","Pike (County)",2020
"Hurricane","AL","Geneva (County)",2020
"Hurricane","AL","Conecuh (County)",2020
"Hurricane","AL","Baldwin (County)",2020
"Hurricane","AL","Monroe (County)",2020
"Hurricane","AL","Covington (County)",2020
"Hurricane","AL","Crenshaw (County)",2020
"Hurricane","AL","Mobile (County)",2020
"Hurricane","AL","Clarke (County)",2020
"Hurricane","AL","Houston (County)",2020
"Hurricane","AL","Escambia (County)",2020
"Hurricane","AL","Barbour (County)",2020
"Hurricane","AL","Butler (County)",2020
"Hurricane","AL","Poarch Band of Creek Indians",2020
"Hurricane","AL","Coffee (County)",2020
"Hurricane","FL","Franklin (County)",2020
"Hurricane","FL","Santa Rosa (County)",2020
"Hurricane","FL","Bay (County)",2020
"Hurricane","FL","Gadsden (County)",2020
"Hurricane","FL","Jefferson (County)",2020
"Hurricane","FL","Escambia (County)",2020
"Hurricane","FL","Washington (County)",2020
"Hurricane","FL","Calhoun (County)",2020
"Hurricane","FL","Walton (County)",2020
"Hurricane","FL","Jackson (County)",2020
"Hurricane","FL","Gulf (County)",2020
"Hurricane","FL","Okaloosa (County)",2020
"Hurricane","FL","Holmes (County)",2020
"Hurricane","FL","Liberty (County)",2020
"Fire","WY","Carbon (County)",2020
"Fire","WY","Albany (County)",2020
"Fire","CA","Sonoma (County)",2020
"Fire","CA","Napa (County)",2020
"Fire","CA","Shasta (County)",2020
