"","Birthday","Home.City","Nationality","Height..in.","Weight..lbs.","Dominant.Hand","Age","Seasons.Played","Team","Games.Played","Number.of.Penalties","Goals.Scored","Average.Shot.Distance"
"538","4/30/92","Morristown","USA",73.7266325096704,202,"L",25,4,"BOS",5,1,0,25.1818
"539","3/18/89","Thunder Bay","CAN",74.4081806381321,216,"R",28,7,"STL",72,5,4,48.4605
"540","8/10/94","Staten Island","USA",73.346613182215,204,"L",23,1,"PIT",16,1,4,23.1
"541","11/1/91","Sherwood Park","CAN",73.6241150808627,193,"L",26,3,"MTL",38,4,6,22.4231
"542","12/2/91","Nassjo","SWE",76.030528211944,191,"R",26,5,"NYR",71,16,13,25.7375
"543","10/27/86","St. Louis","USA",73.4735545378869,196,"L",31,10,"STL",6,0,0,52
"544","7/17/91","Karlskrona","SWE",71.1887961716526,200,"L",26,8,"ARI",82,22,14,47.0149
"545","5/13/86","Charlotte","USA",71.4785315237758,206,"R",31,11,"ANA",10,2,1,25.75
"546","2/14/87","Thunder Bay","CAN",72.2005659689707,185,"L",30,7,"OTT",81,10,7,24.3786
"547","6/6/87","Eksjo","SWE",74.1143242545269,197,"L",30,11,"ARI",48,8,1,68.0625
"548","11/23/91","Kennebunkport","USA",71.0705320701537,208,"R",26,3,"CGY",59,21,4,32.4559
"549","7/15/90","Island Park","USA",77.9418847923242,210,"L",27,4,"NSH",32,6,1,49.32
"550","8/21/91","Taber","CAN",70.8464821913832,208,"L",26,4,"MTL, EDM, NYI",51,8,4,62.5079
"551","5/1/93","Bromont","CAN",76.2044191283614,179,"R",24,2,"NSH",20,3,0,26
"552","2/6/95","Excelsior","USA",69.0816957456371,195,"R",22,1,"NYR",19,3,1,38
"553","2/15/72","Kladno","CZE",71.3562317868694,230,"L",45,24,"CGY",22,1,1,24
"554","7/18/90","Lycksele","SWE",70.7455711363775,180,"R",27,4,"SJS",71,11,8,30.2895
"555","1/1/92","Toronto","CAN",72.8415731546436,195,"R",26,5,"CGY, ARI",16,1,0,34.9167
"556","3/6/92","Kingsford","USA",70.7659636071273,212,"L",25,3,"LAK",16,1,0,54.8
"557","9/29/98","Spokane","USA",75.9790599716325,154,"R",19,1,"EDM",9,4,0,18.913
"558","3/6/85","Le Blanc-Mesnil","FRA",71.6466238878712,198,"L",32,4,"VGK",72,9,6,40.7935
"559","9/1/92","Pardubice","CZE",69.888860467344,210,"L",25,3,"VGK",67,10,7,25.163
"560","2/7/96","Windsor","CAN",76.2992611368071,216,"R",21,4,"FLA",82,12,16,43.1799
"561","11/6/95","West Vancouver","CAN",72.6283745520297,192,"R",22,4,"BUF",82,21,25,28.3032
"562","10/27/95","Cologne","DEU",73.2344182738241,215,"L",22,4,"EDM",78,20,25,24.268
"563","6/20/96","Holland Landing","CAN",71.8850326669534,200,"L",21,4,"CGY",82,20,11,29.3376
"564","6/20/96","Richmond Hill","CAN",74.3857204183573,204,"L",21,1,"NYI",4,0,0,34
"565","8/17/96","New Westminster","CAN",73.3708252245162,229,"R",21,3,"VAN",75,14,10,29.6308
"566","7/8/96","Carlyle","CAN",71.9036429468643,221,"L",21,1,"CAR",67,3,0,46.814
"567","5/1/96","Calgary","SWE",71.32602693052,191,"R",21,3,"TOR",82,19,20,27.4511
"568","2/14/96","Aalborg","DNK",74.221485628355,172,"L",21,3,"WPG",82,27,29,35.5844
"569","12/5/95","Orangeville","CAN",77.0606890149184,234,"L",22,3,"ANA",76,13,10,25.5492
"570","7/22/96","St. Gallen","CHE",74.918384938885,193,"L",21,4,"NSH",80,28,23,24.0428
"571","4/27/96","Guildford","GBR",77.7027892527855,211,"L",21,2,"ARI",74,7,17,31.155
"572","2/28/96","Prague","CZE",74.6008600934438,197,"L",21,2,"WSH",73,15,13,22.9398
"573","12/3/95","Jyväskylä","FIN",70.8088250413214,186,"R",22,2,"DAL",42,4,1,52.9762
"574","7/30/96","Waterford","USA",72.1531243860329,198,"L",21,3,"DET",82,26,16,32.5474
"575","5/12/96","Massapequa","USA",73.4458238129505,195,"L",21,3,"CBJ",55,9,14,25.5507
"576","7/24/87","Oxford","USA",69.6279715012702,176,"L",30,9,"CBJ",2,0,0,51
"577","5/10/96","Syracuse","USA",74.8314249352917,222,"R",21,2,"VGK",78,5,15,24.5088
"578","8/26/90","Carmel","USA",75.6435166774109,217,"R",27,4,"PIT",3,0,0,56
"579","11/22/98","Eden Prairie","USA",69.5732740513491,201,"L",19,1,"BUF",6,1,1,25.8889
"580","7/23/96","Kuopio","FIN",69.4716852806629,187,"R",21,3,"TOR",38,3,7,28.9455
"581","8/14/92","Gothenburg","SWE",77.0568948033835,177,"R",25,4,"DAL",82,11,8,47.9755
"582","9/30/86","Toronto","CAN",70.3720966519324,188,"L",31,7,"MIN",1,0,0,47
"583","5/25/96","Havirov","CZE",74.5238398409171,188,"R",21,4,"BOS",82,31,35,30.1463
"584","12/30/95","Moscow","RUS",72.5878166766783,192,"L",22,2,"MTL",26,4,4,31.7949
"585","10/7/95","Moscow","RUS",77.9187879020853,185,"L",22,3,"VAN",38,2,8,27.12
"586","1/22/96","Toronto","CAN",72.1108308452654,173,"R",22,2,"NYI",22,9,2,42.3889
"587","9/13/96","Kramfors","SWE",73.3607533888432,195,"L",21,2,"LAK",81,8,16,31.0588
"588","4/16/96","Edmonton","CAN",72.5833009477467,195,"L",21,2,"NJD",2,0,0,32.6
"589","3/15/96","Denver","USA",75.3048155124254,210,"L",21,1,"WPG",9,4,1,35.3333
"590","12/14/95","Moscow","RUS",76.7410254441813,187,"L",22,2,"STL",53,4,7,27.7556
"591","2/16/99","Peterborough","CAN",73.5550090648487,200,"R",18,1,"FLA",7,0,1,41.7059
"592","5/8/96","Skellefteå","SWE",76.3221931375298,180,"L",21,1,"ANA",22,1,1,59.6875
"593","1/21/96","Stockholm","SWE",73.5606092592022,189,"L",22,2,"OTT",1,0,0,0
"594","8/12/96","Orsk","RUS",68.3390951227902,194,"L",21,2,"COL",3,0,0,31
"595","1/20/96","Listowel","CAN",71.0031624988118,195,"R",22,1,"CAR",10,2,0,64.2857
"596","2/7/94","Cardiff","AUS",72.6516397356096,186,"L",23,1,"WSH, EDM",9,3,1,29.6667
"597","4/11/94","Brantford","CAN",71.4654129211463,192,"R",23,2,"ANA",80,13,9,44.7625
"598","4/9/96","Boston","USA",71.9747422184143,181,"L",21,1,"BOS",12,2,5,28.5833
"599","2/2/96","Palos","USA",75.7151276931801,195,"L",21,2,"ARI",78,9,15,23.7285
"600","1/15/99","Nove Mesto na Morave","CZE",71.530732811602,167,"R",19,1,"CAR",1,0,0,0
"601","2/25/96","Pointe-Claire","CAN",73.2689362736745,200,"L",21,1,"DET",5,0,0,53.6667
"602","8/28/91","Cadca","SVK",71.4504508973815,197,"R",26,3,"CGY",3,0,0,25.5
"603","4/1/96","Markham","CAN",71.410554044786,190,"L",21,1,"CAR",2,0,2,26.5
"604","9/24/95","Winnipeg","CAN",72.0474111528445,214,"R",22,3,"MTL",18,0,0,74.2143
"605","2/4/85","Elk Point","CAN",70.7965102036226,195,"R",32,9,"EDM, CBJ",80,1,9,35.6757
"606","5/14/96","Skokie","USA",73.797366900476,193,"R",21,1,"MIN",1,0,0,0
"607","8/1/86","Tibro","SWE",70.7271725885091,190,"R",31,11,"TBL",80,10,4,48.374
"608","5/13/96","Sault Ste. Marie","CAN",73.0786475240951,204,"R",21,1,"LAK",37,3,4,31.75
"609","11/21/89","Roubaix","FRA",73.8701984364943,195,"L",28,6,"DAL",73,37,5,31.7529
"610","10/13/98","Smogen","SWE",72.2736088114258,204,"L",19,1,"NYR",7,1,1,31.4
"611","9/5/95","Umea","SWE",75.358315634977,176,"L",22,2,"CAR",11,1,1,34.5
"612","2/20/84","Concord","USA",76.6583954999914,205,"R",33,10,"NJD",57,4,2,60.6757
"613","12/11/88","Abington","USA",71.0160536776273,207,"R",29,2,"OTT",2,0,0,38
"614","1/1/87","Sollentuna","SWE",73.5000064545961,189,"R",31,10,"PIT",70,22,29,22.8826
"615","11/30/93","Lakeville","USA",74.7664819442233,180,"R",24,1,"MIN",1,0,0,0
"616","4/8/93","Skellefteå","SWE",76.9499854867425,180,"R",24,4,"NSH",78,20,29,32.5951
"617","7/5/95","Langley","CAN",70.0799931432839,185,"L",22,2,"BOS",77,13,16,27.1333
"618","9/19/98","Winnipeg","CAN",73.7326589919013,198,"R",19,1,"PHI",73,17,13,26.3858
"619","6/12/96","Linkoping","SWE",71.201406534709,186,"L",21,2,"CHI",41,8,3,49.061
"620","7/26/91","Victoria","CAN",75.2073787287045,190,"R",26,7,"COL",68,9,14,48.8427
"621","12/21/93","Eden","USA",73.6912070638231,185,"L",24,1,"LAK",75,16,9,29.3411
"622","8/15/96","Gävle","SWE",74.1369572488285,191,"L",21,1,"PHI",23,1,2,27.8333
"623","7/29/92","Thornhill","CAN",72.6048416462912,207,"L",25,1,"LAK",2,0,0,0
"624","7/3/90","Vasteras","SWE",70.4995733844057,192,"L",27,3,"ANA",27,1,1,23.6842
"625","11/29/94","Skellefteå","SWE",67.7417039183491,191,"L",23,2,"COL",48,3,0,64.9091
"626","8/5/96","Mequon","USA",71.7297802464417,186,"L",21,1,"BOS",30,4,4,29.5333
"627","3/2/98","Calgary","CAN",71.5098099219002,192,"R",19,2,"BUF",3,0,1,17
"628","9/14/89","Halifax","CAN",68.3916790612859,196,"L",28,6,"TBL",82,14,15,29.7885
"629","9/24/88","Burnaby","CAN",75.356893116463,217,"L",29,10,"MTL",82,10,1,55.9286
"630","10/11/88","Snowflake","CAN",72.416992109672,223,"L",29,9,"BUF",46,6,1,68.1111
"631","7/18/89","Victoria","CAN",73.3821688754847,209,"L",28,9,"DAL",82,18,36,29.7012
"632","5/12/91","Pilsen","CZE",73.0402630606757,200,"L",26,1,"MTL, WSH",36,3,2,56.4545
"633","1/12/95","Chomutov","CZE",74.6582925157998,195,"L",23,1,"CHI",46,9,4,31.8696
"634","7/29/95","Hermantown","USA",71.8823403173351,190,"R",22,1,"NYR",28,2,1,52.0741
"635","10/7/91","Ljunby","SWE",71.7705161630335,210,"L",26,1,"LAK",27,3,2,46.3333
"636","4/29/84","Welland","CAN",75.072316312335,212,"R",33,12,"TBL",77,8,6,59.6344
"637","6/17/96","Montmagny","CAN",73.4454895024526,205,"L",21,1,"STL",11,1,1,23.6667
"638","4/20/88","Hartford","USA",75.8225358619391,196,"L",29,9,"NSH",71,11,12,29.6988
"639","6/1/95","Aurora","CAN",73.4814048363667,158,"L",22,1,"CHI",5,0,0,38
"640","2/21/89","Ann Arbor","USA",71.1372008573585,219,"L",28,8,"PIT, CBJ",67,14,5,53.119
"641","6/18/95","Stockholm","SWE",75.22462946006,212,"L",22,1,"TOR",48,5,3,57.3261
"642","2/20/89","Toronto","CAN",73.6500237474729,174,"R",28,2,"OTT",24,2,6,30.9565
"643","12/8/91","Stockholm","SWE",72.2939901768727,190,"L",26,1,"VAN",1,0,0,0
"644","2/28/94","Lempaala","FIN",71.3857304887309,165,"L",23,1,"FLA",5,0,0,34.6667
"645","1/29/89","Maplewood","USA",72.7419808224063,195,"R",29,5,"OTT",10,2,0,32.2727
"646","2/10/87","Minneapolis","USA",73.39872119869,205,"R",30,8,"SJS",81,9,5,57.2174
"647","7/29/90","Písek","CZE",73.9578696894243,200,"R",27,1,"CHI",57,5,6,47.7887
"648","1/21/87","St. Andrews","CAN",75.3427445989206,196,"L",31,11,"DET",75,17,13,36.8582
"649","1/29/89","New Rochelle","USA",69.763435974652,200,"R",29,8,"NYR",46,7,5,50.9681
"650","8/3/95","Langley","CAN",75.3334991714085,195,"L",22,3,"VGK",61,8,6,43.6319
"651","5/5/92","Southampton","USA",71.8098684670001,170,"R",25,1,"BUF",9,0,0,20
"652","4/23/88","St. Louis","USA",72.4130951635651,225,"L",29,7,"EDM, NJD",74,18,17,23.7943
"653","11/8/95","Kadan","CZE",70.9954103034967,185,"R",22,2,"ANA",66,18,20,28.9932
"654","5/4/89","Middletown","USA",70.4529252031354,217,"L",28,9,"TOR",81,6,36,22.3548
"655","4/27/89","Ottawa","CAN",72.5615070629781,162,"L",28,8,"MTL",82,23,20,19.2783
"656","8/10/89","London","CAN",73.4070036435042,200,"R",28,11,"VAN",74,11,10,37.3354
"657","2/27/96","Halifax","CAN",71.5580807305344,181,"L",21,1,"CHI",13,2,2,26.5185
"658","3/28/89","Guelph","CAN",72.0123144846126,205,"L",28,9,"SJS",78,10,34,36.201
"659","5/13/89","Toronto","CAN",72.7609312543626,210,"R",28,9,"NSH",82,23,16,60.5072
"660","7/1/94","Keswick","CAN",74.3662420279972,195,"L",23,4,"SJS",82,18,17,28.4407
"661","4/18/89","North York","CAN",71.2438293077938,225,"R",28,5,"WSH",2,1,0,0
"662","5/9/89","Consort","CAN",72.81242423802,190,"R",28,7,"BOS",76,15,15,30.9823
"663","2/8/89","Calgary","CAN",68.2655231363422,188,"L",28,6,"NYI",69,11,5,48.1379
"664","12/9/87","Ann Arbor","USA",73.12575571713,208,"R",30,8,"MTL",82,11,12,45.9831
"665","8/14/89","New Westminster","CAN",72.5941225768841,190,"R",28,10,"OTT, NSH",76,17,16,29.5517
"666","7/16/90","Albany","USA",72.5911367232586,219,"L",27,5,"DET",1,0,0,0
"667","2/22/89","Red Deer","CAN",76.3369547369957,195,"R",28,8,"BOS",14,0,0,46.7143
"668","2/17/96","Umea","SWE",69.7402437358476,170,"L",21,1,"NYI",22,4,1,49.0417
"669","5/4/96","Kamloops","CAN",73.7337973354491,180,"L",21,1,"DET",5,3,0,40.5
"670","5/20/89","Miramichi","CAN",75.1337203367407,213,"L",28,6,"EDM",7,1,0,31.2222
"671","2/8/89","Mimico","CAN",70.5022216269963,211,"L",28,7,"NYR",44,20,1,49.2121
"672","2/14/89","Huntington","CAN",74.8035230967949,191,"R",28,10,"VAN",61,18,11,33.8208
"673","5/24/90","Borlange","SWE",72.5608667032763,215,"L",27,7,"NSH",81,20,10,55.4889
"674","4/20/89","Red Deer","CAN",75.7360563779154,195,"R",28,7,"FLA",76,6,11,33.5816
"675","10/24/95","Sewell","USA",71.8691357844129,181,"R",22,2,"NYR",32,4,0,45.8235
"676","5/28/88","Sherbrooke","CAN",71.9811955500119,200,"R",29,11,"VGK",70,25,16,34.1349
"677","12/4/97","Chesterfield","USA",73.5554600753734,193,"R",20,1,"MIN",19,4,2,38.9688
"678","2/23/96","Madison","USA",72.9540063542523,177,"R",21,2,"CHI",78,13,21,26.2966
"679","11/11/80","Toronto","CAN",75.8686903365811,190,"L",37,14,"ANA",12,1,0,28.8
"680","11/24/95","Cranbrook","CAN",74.119423718508,197,"L",22,1,"FLA",11,2,0,32.4167
"681","6/3/91","Jyväskylä","FIN",74.6248203763932,185,"R",26,6,"ANA, NJD",72,14,4,58.3931
"682","6/4/88","Edmonton","CAN",69.7500624699,201,"R",29,5,"BUF",7,0,0,58.25
"683","11/9/86","Orebro","SWE",72.9632083540631,198,"L",31,9,"STL",63,8,5,50.2203
"684","6/14/86","Ilderton","CAN",73.6531066595027,185,"R",31,7,"PHI",19,1,1,27.25
"685","9/19/88","Kramfors","SWE",72.5845342338005,185,"L",29,1,"ARI",18,2,2,31.2
"686","9/23/88","Morges","CHE",72.9252290468969,200,"R",29,10,"NSH",47,3,2,47.65
"687","6/16/84","Brampton","CAN",71.8257763328804,211,"L",33,15,"NYR, BOS",71,25,21,27.987
"688","11/19/88","Buffalo","USA",70.6797903665493,177,"L",29,11,"CHI",82,20,27,28.9158
"689","11/15/87","Los Angeles","USA",74.7711456409198,210,"R",30,5,"BOS",68,14,1,50.3125
"690","6/11/81","Sudbury","CAN",75.4251937676028,181,"L",36,15,"FLA",75,8,3,37.593
"691","12/14/89","Burlington","CAN",74.8284023276714,180,"L",28,5,"TBL",36,11,8,28.6667
"692","3/12/89","Chelyabinsk","RUS",72.0203576448825,185,"L",28,4,"FLA",74,12,28,27.3032
"693","3/17/89","Vasteras","SWE",74.5458198470868,199,"L",28,10,"CGY",82,8,14,34.4252
"694","6/13/89","St. Paul","USA",69.9800325189139,215,"L",28,8,"NYR, TBL",63,10,4,48.1515
"695","11/20/88","New Canaan","USA",67.9422723307643,206,"L",29,10,"MTL",64,10,17,30.316
"696","2/26/88","Braintree","USA",78.1206414892539,175,"L",29,3,"NJD",59,10,12,29
"697","8/15/89","Kladno","CZE",75.27491466688,214,"L",28,10,"PHI",82,29,20,32.7719
"698","2/21/89","Woodstock","CAN",70.2299972980415,213,"L",28,7,"LAK",74,2,8,51.4286
"699","7/26/87","Rochester Hills","USA",73.6309046173612,208,"L",30,9,"LAK",77,3,9,56.3153
"700","5/13/92","Winnipeg","CAN",74.0334178314282,219,"R",25,6,"OTT",58,13,20,29.697
"701","2/14/94","Calgary","CAN",71.1012030388963,189,"R",23,1,"OTT",4,0,0,0
"702","8/23/88","Sodertalje","SWE",75.4850554423427,186,"L",29,7,"PIT",81,20,10,33.9941
"703","5/19/94","St. Albert","CAN",69.9937744997511,190,"R",23,1,"CGY",4,2,2,20.75
"704","5/8/89","Rodovre","DNK",72.1098514764159,207,"L",28,9,"WSH",81,18,18,33.7019
"705","8/26/88","Scarborough","CAN",72.7066394318864,185,"R",29,10,"PHI",75,16,24,27.8977
"706","10/7/83","Fort McMurray","CAN",71.0233073465433,200,"L",34,15,"STL",63,16,7,31.0845
"707","10/9/83","Toronto","CAN",71.1640281839898,195,"L",34,14,"DET",77,6,9,49.5825
"708","5/15/87","St. Albert","CAN",73.089373629565,214,"L",30,7,"NYR, BOS",73,4,4,46.25
"709","10/6/90","London","CAN",72.5503276907116,190,"L",27,9,"TOR",80,27,32,27.1896
"710","8/13/97","Mississauga","CAN",77.6030753263111,196,"L",20,1,"ARI",1,0,0,0
"711","12/18/90","Ornskoldsvik","SWE",72.9466025082661,223,"L",27,9,"TBL",77,15,17,47.3519
"712","6/9/88","Dorval","CAN",71.7019639749655,195,"R",29,9,"ARI",69,3,6,50.2421
"713","10/9/80","Njurunda","SWE",72.4205794965851,197,"L",37,15,"DET",82,10,11,32.1222
"714","6/2/88","Västerås","SWE",71.5067594472923,219,"L",29,10,"STL",57,6,17,30.8036
"715","3/30/86","Guelph","CAN",71.9067105741639,205,"L",31,8,"FLA",75,31,3,26.9091
"716","3/7/93","New Lenox","USA",72.2119308821426,178,"L",24,1,"CBJ",2,0,0,13
"717","4/27/93","Petawawa","CAN",71.8508633098754,178,"L",24,2,"TBL",10,4,2,22.8824
"718","4/24/84","Herning","DNK",71.7307448147016,188,"L",33,12,"DET",79,16,16,32.7985
"719","3/28/91","Frydek-Mistek","CZE",71.4611031118776,188,"L",26,6,"TBL",56,18,11,34.055
"720","4/24/92","Oakville","CAN",69.5612122390178,183,"L",25,4,"PIT, DET, BUF",69,6,6,32.6837
"721","9/27/83","Edmonton","CAN",78.5107306613004,206,"L",34,15,"STL",35,1,2,61.3333
"722","4/5/88","Maple Creek","CAN",69.7119637328796,208,"L",29,10,"OTT",68,26,5,32.5484
"723","7/17/95","Windsor","CAN",69.7671674532013,180,"L",22,1,"ARI",8,1,1,56.4
"724","3/26/93","Toronto","CAN",70.0767321924438,205,"R",24,6,"PIT",5,0,0,46.5
"725","7/6/93","Massapequa","USA",73.893469267638,215,"L",24,2,"BOS, NYR",30,6,0,56.2381
"726","12/19/83","Mississauga","CAN",70.150362843544,195,"L",34,15,"CGY",68,8,4,29.1538
"727","2/25/93","Ceské Budejovice","CZE",74.3683700136762,205,"L",24,2,"CBJ",53,11,4,23.92
"728","10/7/91","Hinsdale","CAN",72.9933480599762,213,"R",26,4,"ANA",80,13,7,50.1709
"729","12/12/94","Drummondville","CAN",72.0182768549166,162,"L",23,1,"PHI",4,0,0,23.6667
"730","3/14/94","East Longmeadow","USA",77.4389991495307,201,"L",23,3,"BOS, FLA",41,10,7,34.2778
"731","2/2/92","Fullerton","USA",72.8552475570655,179,"L",25,1,"FLA",8,1,0,25.8333
"732","5/1/92","De Pere","USA",70.0074543937701,188,"L",25,3,"OTT",30,9,3,38.2424
"733","10/14/93","Nizhny Tagil","RUS",67.2328263825227,185,"L",24,3,"TOR, STL",15,5,1,28.8824
"734","10/6/92","Regina","CAN",76.7000714808769,176,"R",25,3,"PIT, ARI",42,6,5,32.9048
"735","3/31/98","Boca Raton","USA",70.0677901967121,210,"L",19,2,"ARI",50,4,4,45.8235
"736","9/14/93","Hopkins","USA",70.6917999260774,185,"L",24,1,"WSH",8,0,0,46.5
"737","5/1/93","London","CAN",73.2317764365591,195,"R",24,3,"SJS",63,10,0,50.9403
"738","9/13/99","Barrie","CAN",74.7982583826289,165,"L",18,1,"OTT",1,0,0,0
"739","8/25/91","Loviisa","FIN",70.8234571743525,212,"R",26,4,"EDM",40,2,2,40.52
"740","9/22/87","Hull","CAN",74.3225167671806,202,"L",30,11,"OTT, PIT",72,14,21,29
"741","10/16/85","Calgary","CAN",70.7534382202143,218,"R",32,10,"WSH",79,5,7,26.9385
"742","3/23/93","Mlada Boleslav","CZE",72.5056741385808,160,"R",24,1,"VGK",10,2,1,32.9333
"743","4/27/93","Brampton","CAN",70.2820810461246,208,"L",24,4,"WSH",5,0,0,33
"744","8/13/93","Salem","USA",76.2836375042843,157,"L",24,5,"CGY",80,39,24,28.1366
"745","1/25/97","Boston","USA",75.5066509766816,206,"L",21,3,"CAR",79,6,10,43.0182
"746","5/11/95","Nizhnekamsk","RUS",73.0118422343481,215,"L",22,2,"MTL",2,0,0,62.5
"747","12/9/96","Shelby Twp.","USA",73.6679125822497,182,"L",21,2,"WPG",76,11,31,26.5729
"748","6/13/81","Mlada Boleslav","CZE",74.1485100598699,194,"R",36,16,"FLA",42,4,5,34.8295
"749","1/30/97","Boston","USA",72.7250133331667,183,"R",21,14,"OTT",21,3,2,32.0833
"750","4/6/97","Brno","CZE",73.3116100586814,210,"L",20,3,"NJD",69,6,8,28.7411
"751","1/13/97","Richmond Hill","CAN",70.0715770417962,192,"L",21,3,"EDM",82,36,41,19.9491
"752","10/28/96","North Chelmsford","USA",75.1962636660583,206,"R",21,3,"BUF",67,24,25,34.2276
"753","1/10/93","Landshut","DEU",72.4794935256496,188,"L",25,4,"ARI, LAK",78,10,12,26.5351
"754","10/29/96","Mississauga","CAN",77.0999869062826,203,"L",21,1,"STL",75,7,5,49.0217
"755","12/22/96","Newmarket","CAN",71.6692251712639,208,"L",21,1,"TOR",37,7,1,57.7778
"756","2/16/97","Canton","USA",66.8204102313207,226,"L",20,1,"MIN",6,0,0,22.25
"757","10/8/96","Herisau","CHE",77.3081169964421,215,"L",21,2,"SJS",81,33,21,25.7143
"758","11/24/92","Stockholm","SWE",69.6190827650021,200,"L",25,3,"OTT",64,6,1,53.7667
"759","2/20/93","Milford","USA",72.2895327690241,200,"L",24,3,"NJD",2,0,0,42
"760","6/3/93","Eden Prairie","USA",76.5258850406917,200,"L",24,1,"MIN",22,5,0,48.9412
"761","12/14/96","Joliette","CAN",74.7179919988935,204,"L",21,2,"COL",17,7,0,29.9231
"762","1/20/93","Dublin","USA",70.8134269865866,213,"L",25,2,"BOS",75,18,6,36.5522
"763","7/29/97","Edmonton","CAN",74.4944678005536,196,"L",20,2,"BUF",18,2,0,44.0811
"764","7/2/79","London","CAN",74.1930587840769,220,"L",38,20,"SJS",47,15,13,34.8133
"765","7/26/97","Rauma","FIN",73.1839803479833,172,"L",20,2,"CAR",78,19,29,29.925
"766","7/20/91","Belleville","CAN",74.3671166780633,182,"R",26,7,"MTL",51,12,10,26.1383
"767","10/31/96","Yuzhno-Sakhalinsk","RUS",75.0269705927173,212,"L",21,2,"DET",14,4,2,38.6667
"768","4/15/97","Chicago","USA",70.608236125755,214,"R",20,2,"ARI",79,13,15,24.3182
"769","11/16/92","Rochester","USA",69.158741918635,193,"L",25,4,"NYI",14,4,1,30.85
"770","7/11/93","Pittsburgh","USA",76.0317475076671,182,"R",24,5,"FLA",82,32,31,27.8537
"771","3/11/97","London","CAN",75.9868120632886,175,"R",20,2,"PHI",81,24,24,26.2881
"772","3/7/97","Mississauga","CAN",71.948787715983,200,"L",20,2,"ARI",21,1,4,23.7667
"773","7/20/93","Belleville","CAN",75.4477119427385,185,"L",24,4,"ARI",71,29,12,28.7227
"774","11/26/96","Colorado Springs","USA",68.4728343046665,208,"R",21,2,"BOS",76,6,0,55.0921
"775","2/25/97","Burnsville","USA",72.3163821648719,191,"R",20,2,"VAN",62,9,29,33.4637
"776","5/26/97","Coquitlam","CAN",69.2486622046238,189,"R",20,2,"NYI",82,40,22,24.3235
"777","5/23/97","Calgary","CAN",72.8276547958686,194,"L",20,1,"ARI",1,1,0,0
"778","12/2/80","North York","CAN",70.5488055531588,225,"R",37,11,"SJS",52,7,5,25.1
"779","3/9/93","Richmond Hill","CAN",73.5040906903931,193,"L",24,2,"NYR",1,0,0,7
"780","7/6/91","Katrineholm","SWE",72.8413836204833,207,"L",26,4,"CAR",33,2,1,50.0465
"781","5/17/91","Pickering","CAN",72.9189177133098,203,"L",26,4,"LAK",45,14,3,31.4255
"782","9/26/92","Denver","USA",75.7277353573617,195,"R",25,4,"LAK, OTT, CGY",64,5,5,29.9467
"783","4/27/93","Duluth","USA",72.9048508269528,206,"R",24,1,"ANA",7,0,0,60.1667
"784","2/25/93","Belleville","CAN",71.906269990507,203,"L",24,3,"NYI",21,1,0,35.4
"785","1/29/97","Columbus","USA",76.074003051705,187,"R",21,2,"WPG",31,3,5,31.5263
"786","7/19/97","Grosse Pointe","USA",72.0089418461934,209,"L",20,2,"CBJ",77,13,16,41.8792
"787","2/5/97","Amos","CAN",67.9137099066568,208,"R",20,1,"CAR",1,2,0,50
"788","10/24/92","Eden Prairie","USA",75.3731281095546,176,"L",25,3,"MIN",3,0,0,32.25
"789","3/9/92","Wheaton","USA",74.4177204411449,190,"L",25,3,"OTT",79,21,23,24.9779
"790","3/17/97","Amsterdam","NLD",75.1235169014318,180,"R",20,2,"PIT",8,3,2,27.9545
"791","11/11/92","Ottawa","CAN",70.3161442079936,184,"R",25,6,"OTT",78,25,14,34.9524
"792","1/30/97","Sainte-Marie","CAN",73.1085008604022,196,"L",21,2,"OTT",63,4,9,43.9255
"793","7/13/93","Chicago","USA",71.0934434772534,195,"L",24,3,"MIN, MTL",57,3,2,45.9385
"794","9/8/93","Lansing","USA",73.4601610389413,195,"L",24,5,"VAN",20,7,3,28.0811
"795","7/16/83","Winnipeg","CAN",73.2742870687645,192,"L",34,13,"CHI",82,2,2,53.2567
"796","6/23/97","Mt. Brydges","CAN",69.7544902140325,220,"L",20,2,"ARI",11,3,1,33.6154
"797","2/5/93","Calgary","CAN",72.0374564387847,184,"R",24,5,"EDM",14,3,5,29.1563
"798","2/8/93","Anaheim","USA",74.450985360363,180,"R",24,4,"COL",6,2,1,25.7143
"799","10/14/92","St. Louis","USA",72.702721328759,227,"R",25,4,"NYI",47,12,2,50.431
"800","12/28/92","Kosice","SVK",73.7605367196952,188,"L",25,5,"CHI",29,5,6,25.7556
"801","10/26/92","Niagara Falls","USA",72.0169795522593,196,"R",25,4,"ARI",5,0,0,48.75
"802","6/15/93","Dorchester","CAN",73.5122396647931,206,"L",24,5,"CBJ",75,17,13,31.7166
"803","5/5/97","Markham","CAN",71.037712309772,175,"R",20,2,"TOR",82,20,22,31.0412
"804","3/23/93","Omsk","CZE",70.6840866162516,216,"L",24,6,"STL",76,10,6,25
"805","3/1/93","Leksand","SWE",71.7515364939381,200,"L",24,4,"CAR",71,6,14,33.2222
"806","10/27/92","Pittsburgh","USA",74.1013147379142,206,"L",25,7,"CHI",82,16,18,23.557
"807","7/1/93","Orangeville","CAN",73.1881015713249,217,"R",24,4,"DAL",71,8,7,26.0342
"808","6/3/97","Prague","CZE",72.8729366426101,196,"L",20,1,"OTT",20,3,1,35.7143
