sex,age,juv_fel_count,race,juv_misd_count,juv_other_count,PriorCount,is_recid,is_violent_recid,ChargeDegree,DaysInJail,RecidScore
Male,31,0,Other,0,0,0,0,0,M,308.566666666667,-4.18
Male,26,1,Caucasian,0,0,2,1,0,F,1048.8,3.72
Male,54,0,Caucasian,0,0,2,0,0,F,139867.366666667,-0.96
Male,33,0,African-American,0,0,14,1,1,F,1379.88333333333,1.6
Male,35,0,African-American,1,0,8,1,0,F,344342.35,3.23
Male,25,0,African-American,0,0,0,0,0,F,1160.46666666667,-1.33
Male,25,0,African-American,0,0,0,0,0,F,277.833333333333,3.21
Male,53,0,Caucasian,0,0,0,0,0,M,6189.75,-3.29
Male,41,0,Caucasian,0,0,0,0,0,F,1924.6,-2.65
Male,24,0,Caucasian,0,0,1,0,0,F,280.016666666667,-1.42
Male,38,0,Caucasian,0,0,8,0,0,F,114.083333333333,-1.34
Male,23,0,Caucasian,0,0,0,0,0,M,1404.41666666667,0.08
Male,42,0,African-American,0,0,0,0,0,F,1660.78333333333,-2.32
Male,32,0,Caucasian,0,0,4,0,0,F,7368.1,-3.31
Male,24,0,Hispanic,0,0,3,1,1,M,1045.08333333333,3.88
Female,32,0,African-American,0,0,3,0,0,M,1695,-0.62
Male,40,0,African-American,0,0,13,0,0,F,1483.05,2.05
Male,42,0,Hispanic,0,0,1,0,0,F,170506.116666667,-2.17
Male,27,0,African-American,0,0,2,0,0,F,428.933333333333,-2.2
Male,32,0,African-American,0,0,1,1,1,M,5726.85,-0.62
Male,38,0,African-American,0,0,2,1,1,M,9613.81666666667,-1.25
Male,29,0,Caucasian,0,0,2,0,0,F,5485.28333333333,1.17
Male,49,0,African-American,0,0,0,0,0,M,277.05,-0.66
Male,50,0,Caucasian,0,0,0,0,0,F,3298.16666666667,-1.85
Female,28,0,Caucasian,0,0,1,1,0,F,14170.1333333333,0.74
Male,25,0,African-American,0,0,0,1,1,M,364.766666666667,2.22
Male,25,0,African-American,0,0,4,1,1,M,13017.6833333333,-0.6
Male,45,0,Caucasian,0,0,2,0,0,F,1144.36666666667,-2.6
Male,37,0,Other,0,0,2,0,0,F,41757.7666666667,0.14
Male,24,0,Hispanic,0,0,0,0,0,M,2841.28333333333,-4.77
Male,40,0,Caucasian,0,0,2,0,0,M,2557.45,-7.33
Female,33,0,Hispanic,0,0,0,0,0,F,1285,0.23
Male,53,0,Hispanic,0,0,18,0,0,F,1569.13333333333,-0.12
Male,55,0,Hispanic,0,0,0,0,0,M,8314.25,-5.29
Male,30,0,Other,0,0,6,1,1,F,25630.5833333333,-0.66
Male,55,0,Caucasian,0,0,0,0,0,M,1229.45,-5.2
Female,23,0,African-American,0,0,1,0,0,F,1346.7,-0.31
Female,40,0,African-American,0,0,13,1,1,F,155489.033333333,3.61
Male,32,0,Caucasian,0,0,2,0,0,F,1453.05,-1.22
Male,47,0,Caucasian,0,0,3,0,0,F,18878.2833333333,-1.56
Male,22,0,African-American,1,0,1,0,0,F,1820.05,4.83
Male,47,0,Caucasian,0,0,2,0,0,F,2798.01666666667,-4.1
Male,28,0,African-American,0,0,5,0,0,F,50271,1.14
Male,34,0,African-American,0,0,4,0,0,M,1403.8,-0.63
Male,65,0,Caucasian,0,0,0,0,0,M,1393.4,-4.6
Female,23,0,Caucasian,0,0,0,0,0,M,1244.78333333333,-2.33
Female,44,0,Caucasian,0,0,0,0,0,M,1389.65,-6.79
Male,21,1,Hispanic,0,0,1,1,1,F,759003.216666667,2.13
Male,24,0,African-American,0,0,1,0,0,M,891.583333333333,-1.16
Male,51,0,Caucasian,0,0,1,0,0,M,1782.25,-2.69
Male,39,0,Caucasian,0,0,6,0,0,F,1290.48333333333,1.93
Male,24,0,Caucasian,0,0,1,0,0,F,961.666666666667,-4.91
Male,31,0,African-American,0,2,11,1,1,F,-637.8,2.63
Female,35,0,African-American,0,0,0,0,0,M,1051.98333333333,-5.74
Male,30,0,Other,0,0,0,0,0,F,1284.3,-3.56
Male,34,0,Caucasian,0,0,8,0,0,F,99498.9,1.43
Female,39,0,African-American,0,0,4,0,0,F,4639.58333333333,0.16
Male,29,0,African-American,0,0,6,0,0,M,7333.01666666667,0.35
Male,51,0,Caucasian,0,0,0,0,0,M,1726.55,-3.53
Male,22,0,Caucasian,0,1,1,0,0,F,341000.95,2.46
Male,29,0,Caucasian,0,0,2,0,0,F,33099.8333333333,-1.83
Male,33,0,Caucasian,0,0,3,1,1,M,16966.1,1.23
Male,54,0,Other,0,0,0,0,0,F,40223.2,-4.38
Male,30,0,African-American,0,0,3,0,0,F,1484.51666666667,1.16
Male,48,0,African-American,0,0,10,0,0,F,252186.4,2.06
Male,23,0,African-American,0,0,0,0,0,M,4565,-1.08
Male,23,0,Caucasian,0,0,2,1,1,F,21809.2166666667,0.22
Male,47,0,Asian,0,0,1,0,0,M,1774.28333333333,-3.23
Male,21,0,Other,0,0,0,0,0,F,2971.61666666667,-0.15
Male,48,0,Caucasian,0,0,2,0,0,F,1399.28333333333,-4.29
Male,50,0,Caucasian,0,0,3,0,0,F,20226.8666666667,-4.44
Male,49,2,African-American,0,0,13,0,0,F,1035.35,1.84
Male,58,0,Caucasian,0,0,2,0,0,F,7253.48333333333,-5.06
Male,31,0,African-American,0,0,6,0,0,F,221.866666666667,1.54
Male,23,0,African-American,0,2,1,0,0,M,1414.08333333333,3.03
Male,33,0,Other,0,0,0,1,1,F,120451.133333333,1.38
Male,57,0,Caucasian,0,0,6,0,0,F,1730.41666666667,-2.32
Female,31,0,Caucasian,0,0,0,0,0,M,1112.8,-3.08
Male,57,0,African-American,0,0,19,0,0,F,4576.46666666667,1.75
Male,57,0,Caucasian,0,0,12,0,0,M,4718.03333333333,-1.27
Male,45,0,African-American,0,0,11,0,0,F,1423.38333333333,-0.92
Male,42,0,Caucasian,0,0,0,0,0,F,158.733333333333,-0.39
Male,48,0,Other,0,0,7,0,0,F,1191.15,-4.05
Male,23,0,Caucasian,0,0,0,0,0,F,10166.4333333333,-2.67
Female,28,0,Caucasian,0,0,0,0,0,F,1297.7,0.31
Male,25,0,African-American,0,0,1,1,1,M,1670.75,-0.62
Female,34,0,Caucasian,0,0,3,0,0,M,14419.7666666667,-1.56
Male,27,0,African-American,0,0,0,0,0,F,1471.33333333333,-2.55
Male,39,0,African-American,0,0,4,0,0,F,57847.1833333333,1.81
Female,55,0,Caucasian,0,0,6,0,0,F,53167.2833333333,-3.52
Male,27,0,African-American,0,0,4,1,1,F,73228.0833333333,-0.35
Male,26,0,Caucasian,0,0,2,1,1,F,1432.23333333333,0.55
Male,27,0,Caucasian,0,0,0,0,0,M,1279.85,0.82
Male,29,0,African-American,0,0,4,1,0,F,1671.63333333333,2.08
Male,27,0,African-American,0,0,7,0,0,F,6715.31666666667,0.23
Female,24,0,Caucasian,0,0,0,0,0,F,2759.21666666667,-2.35
Male,20,0,Caucasian,0,0,0,0,0,F,917.05,-5.04
Female,23,0,Caucasian,0,0,0,0,0,F,400.4,-1.13
Female,48,0,African-American,0,0,0,0,0,M,267.583333333333,0.34
Female,41,0,Caucasian,0,0,3,0,0,F,1611.55,-2.48
Female,54,0,Caucasian,0,0,7,0,0,F,28931.3166666667,-1.05
Female,22,0,Caucasian,0,0,2,0,0,F,1382.93333333333,-4
Male,32,0,African-American,0,0,7,0,0,F,1042.96666666667,1.07
Male,44,0,African-American,0,0,0,0,0,M,2915.21666666667,-3.59
Male,28,0,African-American,0,0,1,0,0,F,70055.4,-1.75
Male,60,0,African-American,0,0,3,0,0,M,1278.78333333333,-7.78
Male,49,0,Caucasian,0,0,0,0,0,F,-288.65,-0.34
Male,32,0,African-American,0,0,9,0,0,F,82311.4833333333,-2.37
Male,30,0,African-American,0,0,10,1,1,M,2806.45,4.7
Male,52,0,Caucasian,0,0,0,0,0,F,1497.01666666667,-3.16
Male,34,0,African-American,0,0,0,0,0,F,2358,-3.83
Male,55,0,African-American,0,0,5,1,1,F,5161.18333333333,0.05
Male,33,0,African-American,0,0,0,0,0,M,1160.8,-4.27
Female,27,0,African-American,0,0,0,0,0,M,1851.18333333333,-0.96
Male,33,0,Caucasian,0,0,0,0,0,F,77617.95,-3.39
Male,26,0,African-American,0,0,0,0,0,M,3228,0.47
Male,29,0,African-American,0,0,0,0,0,M,2707.23333333333,-1.45
Male,32,0,African-American,0,0,1,0,0,M,58.8666666666667,0
Male,37,0,Caucasian,0,0,4,0,0,M,1148.55,-4.08
Male,31,0,African-American,0,0,15,0,0,F,149832.416666667,1.06
Male,31,0,African-American,0,0,6,0,0,F,59109.7666666667,1.05
Female,36,0,Caucasian,0,0,2,0,0,F,2735.43333333333,-5.38
Male,35,0,African-American,0,0,4,0,0,M,9113.4,0.2
Female,37,0,African-American,0,0,1,0,0,F,12954.2833333333,3.01
Male,34,0,Caucasian,0,0,5,1,1,M,8758.78333333333,3.02
Female,50,0,African-American,0,0,12,1,1,M,626244.033333333,4.02
Female,45,0,African-American,0,0,1,0,0,F,4200.83333333333,0.9
Male,70,0,African-American,0,0,0,0,0,M,1536.06666666667,-4.92
Male,26,0,African-American,0,0,2,0,0,F,53591.8333333333,4.32
Male,23,1,African-American,0,0,4,0,0,F,4361.5,0.83
Male,27,0,Caucasian,0,0,5,0,0,M,2943.86666666667,-0.49
Male,23,0,African-American,0,0,2,1,1,M,144340.2,-0.25
Male,26,0,African-American,0,0,0,0,0,M,1286.55,-2.02
Female,23,0,Caucasian,0,0,2,0,0,M,1274.96666666667,-0.85
Female,46,0,Caucasian,0,0,1,1,1,F,36410.1666666667,0
Female,27,1,African-American,0,0,1,0,0,F,38658.5666666667,-4.37
Male,45,0,Caucasian,0,0,7,0,0,F,1545.56666666667,0.14
Male,42,0,African-American,0,0,1,0,0,M,11324.05,-0.6
Male,49,0,Caucasian,0,0,3,0,0,F,270.5,-2.75
Male,29,0,Hispanic,0,0,0,0,0,F,-235.366666666667,-3.57
Female,52,0,Caucasian,0,0,1,0,0,F,4646.45,-4.21
Male,37,0,Hispanic,0,0,4,1,1,M,1471.53333333333,-2.81
Male,26,0,African-American,0,0,1,1,0,M,10227.1666666667,-3.48
Male,47,0,Hispanic,0,0,1,0,0,F,24523.6833333333,-5.67
Male,25,0,African-American,0,0,1,0,0,F,-681.466666666667,-3.2
Male,21,1,African-American,0,0,1,1,1,F,8446.98333333333,0.06
Male,48,0,African-American,0,0,0,0,0,M,1676.43333333333,-0.25
Female,40,0,Caucasian,0,0,1,0,0,F,1275.08333333333,-5.39
Female,24,0,Other,0,0,0,0,0,F,1512.35,-2.38
Male,22,0,African-American,0,0,0,1,1,F,856.133333333333,-2.96
Male,38,0,Caucasian,0,0,2,0,0,M,40681.85,-1.18
Male,54,0,Other,0,0,2,0,0,M,1344.25,-4.37
Male,24,0,Hispanic,0,0,1,0,0,F,15620.7333333333,1.07
Female,44,0,Caucasian,0,0,0,1,1,M,1374.63333333333,-2.7
Male,64,0,Caucasian,0,0,0,0,0,M,1223.3,-6
Female,45,0,Other,0,0,0,0,0,M,1380.58333333333,-2.52
Male,49,0,African-American,0,0,1,0,0,F,7464.76666666667,-1.79
Male,33,0,Asian,0,0,0,0,0,M,1243.11666666667,-1.14
Male,44,0,Hispanic,0,0,2,0,0,F,1681.03333333333,-0.38
Male,51,0,African-American,0,0,3,0,0,F,4326,-0.43
Male,50,0,African-American,0,0,0,0,0,F,1393.18333333333,-3.17
Male,33,0,Caucasian,2,0,2,0,0,M,31484.35,2.88
Female,54,0,Caucasian,0,0,0,0,0,M,43152.4333333333,-0.75
Male,33,0,Caucasian,0,1,14,0,0,F,100935.466666667,1.41
Male,34,0,Caucasian,0,0,3,0,0,F,1573.65,-2.07
Male,21,0,African-American,0,0,1,1,1,F,1627.41666666667,0.82
Male,33,0,African-American,0,0,5,0,0,F,-333.833333333333,0.76
Male,32,0,African-American,0,1,9,1,1,M,33148.9833333333,1.92
Male,45,0,Caucasian,0,0,1,0,0,M,1936.76666666667,-5.62
Female,29,0,African-American,0,0,0,0,0,F,2629.55,0.46
Male,44,0,African-American,0,0,3,0,0,M,1745.13333333333,-4.85
Female,28,0,African-American,0,0,0,0,0,F,935.333333333333,-0.58
Male,27,0,Caucasian,0,0,1,0,0,F,1379.35,-3.82
Female,30,0,African-American,0,0,0,0,0,F,-205.483333333333,2.78
Male,32,0,African-American,0,0,0,0,0,M,2649.7,-0.99
Male,27,0,Caucasian,0,0,5,0,0,F,1284.91666666667,-2.88
Female,62,0,Other,0,0,1,0,0,F,933.833333333333,-5.75
Male,21,0,African-American,0,0,0,0,0,F,2488.08333333333,-0.82
Male,32,0,Caucasian,0,0,0,0,0,M,27465.9333333333,-1.05
Male,56,0,African-American,0,0,3,0,0,M,21397.7333333333,-1.86
Female,44,0,African-American,0,0,0,0,0,M,1870.83333333333,-3.98
Female,25,0,Caucasian,0,0,6,0,0,F,35798.9,3.05
Female,20,0,African-American,0,0,0,0,0,M,1421.01666666667,-1.04
Male,35,0,African-American,0,0,1,0,0,M,2268.9,-2.64
Male,24,0,African-American,0,0,0,0,0,M,1698.18333333333,-1.95
Female,40,0,Hispanic,0,0,2,0,0,M,5674.3,-1.37
Female,21,0,African-American,0,0,2,0,0,M,1426.46666666667,-3.21
Male,38,0,African-American,0,0,9,1,1,F,2767.2,0.48
Male,36,0,Caucasian,0,0,9,1,1,F,27660.6,1.48
Male,23,0,Hispanic,0,1,2,0,0,F,50835.4,0.31
Male,23,0,Caucasian,0,0,3,1,1,M,37565.6333333333,-3.63
Female,68,0,African-American,0,0,5,0,0,F,1202.53333333333,-1.43
Female,26,0,Caucasian,0,0,2,0,0,M,190.266666666667,0.4
Male,51,0,African-American,0,0,0,1,1,F,1637.11666666667,-1.47
Male,25,0,African-American,0,0,0,0,0,M,980.383333333333,-1.31
Male,51,0,African-American,0,0,14,0,0,F,11392.1833333333,1.18
Male,36,0,Other,0,0,0,0,0,M,3782.26666666667,-3.91
Male,28,0,Caucasian,0,0,5,0,0,M,9158.61666666667,-2.1
Male,20,0,African-American,0,0,0,0,0,F,5620.4,0.38
Female,31,0,African-American,0,0,0,0,0,F,1623.31666666667,-1.9
Male,57,0,African-American,0,0,0,0,0,M,1400.26666666667,-1.98
Male,35,0,Hispanic,0,0,3,1,1,F,14041.8833333333,3.35
Male,39,0,Caucasian,0,0,0,0,0,F,1552.65,-2.78
Male,24,0,African-American,1,0,1,0,0,F,47920.6833333333,2.47
Female,29,0,Hispanic,0,0,0,1,1,F,1788.26666666667,1.62
Male,26,0,African-American,0,0,4,1,1,F,65189.3333333333,5.09
Male,60,0,African-American,0,0,2,0,0,F,948.316666666667,-4.37
Male,22,0,Caucasian,0,1,1,0,0,F,1284.66666666667,-1.83
Male,28,0,African-American,0,0,3,0,0,F,262.316666666667,1.79
Male,28,0,African-American,0,0,2,1,0,F,180106.566666667,-1.4
Male,55,0,Caucasian,0,0,0,1,1,M,-702.283333333333,-2.86
Male,28,0,Hispanic,0,0,2,1,1,F,2848.98333333333,0.06
Female,22,0,Hispanic,0,0,0,0,0,M,893.7,-0.62
Male,45,0,African-American,0,0,5,0,0,F,1727.95,-2.38
Male,24,0,African-American,0,0,1,1,1,M,2431.63333333333,-0.93
Male,47,0,African-American,0,0,1,0,0,F,71726.1,0.31
Male,54,0,Caucasian,0,0,6,0,0,F,1437.81666666667,-6.07
Female,42,0,Caucasian,0,0,0,0,0,M,1747.88333333333,-1.69
Male,35,0,Caucasian,0,0,5,0,0,F,1294.93333333333,-0.08
Male,53,0,Caucasian,0,0,1,0,0,F,1234.2,-3.96
Female,31,0,African-American,0,0,2,0,0,M,2880.75,-2.43
Male,23,0,Other,0,0,4,0,0,F,3205.5,-5.42
Male,47,0,African-American,0,0,9,1,0,F,93567.55,-0.21
Female,22,0,African-American,1,0,2,0,0,F,4297.98333333333,0.61
Male,45,0,Hispanic,0,0,1,0,0,M,52.2333333333333,-5.04
Female,30,0,African-American,0,0,2,0,0,F,1320.25,1.71
Male,50,0,African-American,0,0,0,0,0,M,295.5,-3.35
Female,24,0,Other,0,0,2,1,1,F,1671.05,0.18
Female,42,0,Caucasian,0,0,3,0,0,F,967.033333333333,-3.41
Male,31,0,Hispanic,0,0,0,0,0,M,1505.68333333333,-4.44
Male,25,0,African-American,0,0,5,1,1,F,78079.6333333333,0.05
Male,36,0,African-American,0,0,4,0,0,F,1576.56666666667,-0.48
Male,28,0,Caucasian,0,0,5,0,0,F,255.433333333333,-3.23
Male,31,0,Caucasian,0,0,0,1,1,M,1424.36666666667,-1
Male,23,0,African-American,0,0,0,0,0,F,4454.48333333333,1.42
Male,29,0,Caucasian,0,0,4,1,1,M,10081.8,0.39
Male,34,0,African-American,0,0,1,0,0,F,1681.06666666667,-4
Female,36,0,Hispanic,0,0,0,0,0,M,206.416666666667,-2.47
Male,23,0,African-American,0,2,3,1,1,F,1422.8,1.53
Male,31,0,African-American,0,0,15,0,0,F,-263.6,4.63
Male,53,0,Caucasian,0,0,0,0,0,M,-109.45,-6.86
Male,34,0,African-American,0,0,12,0,0,F,49983.5333333333,0.49
Female,63,0,African-American,0,0,1,0,0,F,380.366666666667,-6.47
Female,21,0,African-American,0,0,0,1,1,F,149.75,-0.77
Male,58,0,Caucasian,0,0,4,1,1,F,1297.53333333333,-2.46
Female,23,0,African-American,0,0,0,1,1,M,2385.15,2.73
Male,56,0,Caucasian,0,0,13,0,0,F,9990.28333333333,-0.95
Female,52,0,Caucasian,0,0,0,0,0,F,849.466666666667,-3.38
Male,56,0,African-American,0,0,0,0,0,F,10026.2666666667,-1.56
Female,37,0,African-American,0,0,0,0,0,M,1677.7,-6.33
Female,50,0,Caucasian,0,0,0,0,0,M,2545.46666666667,-1.58
Male,22,0,African-American,0,0,0,1,1,F,877.166666666667,-0.04
Female,43,0,Caucasian,0,0,0,1,1,M,386.916666666667,-4.12
Male,30,0,Caucasian,0,0,1,0,0,M,50744.7333333333,-0.97
Male,29,0,Asian,0,0,0,0,0,F,1257.86666666667,-4.07
Male,24,0,Caucasian,0,0,0,0,0,F,1052.1,-0.06
Male,29,0,African-American,0,0,7,1,1,M,1276.43333333333,-2.63
Female,24,0,Caucasian,0,0,0,0,0,F,1098.13333333333,-2.65
Female,74,0,African-American,0,0,0,0,0,F,877.183333333333,-7.84
Male,27,0,African-American,0,1,8,1,1,M,962.766666666667,2.92
Male,29,0,Caucasian,0,0,5,0,0,F,389.716666666667,0.01
Female,35,0,African-American,0,0,5,0,0,F,1264.83333333333,1.08
Male,36,0,Caucasian,0,0,1,0,0,F,1545.91666666667,-3.63
Male,26,0,Caucasian,0,0,2,0,0,F,2309.71666666667,1.58
Female,26,0,African-American,0,0,1,0,0,F,1642,0.48
Male,28,0,Caucasian,0,0,0,0,0,F,2796.13333333333,-2.68
Male,51,0,Caucasian,0,0,1,1,1,F,875.183333333333,0.46
Female,35,0,Hispanic,0,0,0,0,0,M,1492.68333333333,-2.12
Female,23,0,African-American,0,0,0,0,0,M,1797.45,0.37
Female,23,0,Hispanic,1,0,2,0,0,M,1938.48333333333,-1.69
Female,33,0,African-American,0,0,5,0,0,F,268853.533333333,-2.57
Male,59,0,Caucasian,0,0,3,0,0,M,3040.53333333333,-6.91
Male,26,0,Caucasian,0,0,4,1,1,F,4072.11666666667,-0.13
Male,38,0,Other,0,0,2,0,0,F,1237.61666666667,-1.81
Male,28,0,Hispanic,0,0,2,0,0,F,4632.56666666667,0.34
Male,40,0,Caucasian,0,0,1,0,0,M,2394.53333333333,0.4
Male,24,0,African-American,1,2,2,0,0,M,418.9,1.09
Female,26,0,African-American,0,0,0,0,0,F,1334.13333333333,-1.38
Female,54,0,African-American,0,0,6,0,0,F,1879.01666666667,-3.78
Male,31,0,Caucasian,0,0,4,1,1,M,38598.55,1.18
Male,34,0,Caucasian,0,0,0,1,1,F,1228.56666666667,1.24
Male,47,0,Caucasian,0,0,2,0,0,F,8831.91666666667,-4.05
Male,51,0,African-American,0,1,12,1,1,F,968.9,1.51
Male,25,0,Caucasian,0,0,1,0,0,F,-317.716666666667,-0
Male,25,0,Other,0,0,0,1,1,F,29127.4,-1.8
Male,44,0,Hispanic,0,0,2,1,1,F,1305.61666666667,-3.18
Male,36,0,Caucasian,0,0,1,1,1,F,1215.16666666667,-2.56
Male,49,0,Caucasian,0,0,0,0,0,M,-596.666666666667,-3.12
Male,31,0,African-American,0,0,0,0,0,F,1397.35,1.08
Male,30,0,Caucasian,0,1,1,0,0,F,1334.45,-2.44
Male,21,0,African-American,1,0,1,1,1,F,656704.116666667,4.99
Male,21,0,African-American,0,0,0,0,0,F,861.233333333333,-6.99
Female,65,0,African-American,0,0,0,0,0,F,1428.88333333333,-2.79
Female,59,0,Caucasian,0,0,0,0,0,M,263.033333333333,-5.94
Male,59,0,African-American,0,0,0,0,0,M,2785.61666666667,-6.16
Male,24,0,African-American,0,0,0,0,0,M,4332.36666666667,-1.55
Male,40,0,African-American,0,0,0,0,0,F,1538.83333333333,-1.55
Male,34,1,African-American,0,0,10,1,1,F,1110.8,2.01
Male,52,0,African-American,0,0,1,0,0,F,1389.98333333333,-5
Male,24,0,African-American,0,0,15,1,1,F,6634.46666666667,2.66
Male,38,0,African-American,0,0,2,1,1,F,3869.31666666667,0.86
Female,22,0,African-American,0,0,0,0,0,F,1227.56666666667,1.75
Male,43,0,African-American,0,0,0,0,0,F,4351.5,-0.65
Male,55,0,African-American,0,0,0,0,0,F,1577.08333333333,-2.93
Male,26,0,African-American,0,0,2,1,0,F,12839.6333333333,0.74
Male,23,0,Caucasian,0,1,1,0,0,M,1289.85,-3.29
Female,47,0,Other,0,0,0,0,0,F,4362.76666666667,-0.85
Male,26,0,African-American,0,0,0,0,0,F,2936.65,-1.94
Male,41,0,Hispanic,0,0,1,0,0,M,42839.45,-5.43
Male,30,0,Caucasian,0,0,3,0,0,F,100865.733333333,-1.42
Male,21,0,Caucasian,0,1,0,0,0,M,1224.38333333333,-3.54
Female,32,0,Caucasian,0,1,0,0,0,M,1529.85,-0.22
Male,51,0,African-American,0,0,3,0,0,F,471.883333333333,-1.04
Male,35,0,Caucasian,0,0,2,0,0,F,1467.81666666667,-0.53
Female,37,0,African-American,0,0,3,0,0,F,41831.05,-0.1
Male,24,0,African-American,0,0,0,1,1,M,2638.33333333333,-2.6
Female,33,0,African-American,0,0,3,0,0,M,2940.56666666667,-2.08
Female,30,0,Caucasian,0,0,4,0,0,F,42670.2333333333,-4.81
Female,42,0,African-American,0,0,1,0,0,F,-373.066666666667,-0.87
Female,40,0,African-American,0,0,15,1,1,F,94754.3166666667,5.96
Male,21,0,African-American,0,0,0,0,0,F,4430.46666666667,0.36
Male,24,0,Caucasian,0,0,0,0,0,F,103.233333333333,5.34
Male,41,0,African-American,0,0,0,0,0,F,1190.43333333333,-0.48
Male,39,0,African-American,0,0,1,0,0,F,1559.58333333333,-4.52
Female,24,0,African-American,0,0,3,0,0,F,65.6166666666667,1.51
Female,24,0,African-American,0,0,1,0,0,F,1210.51666666667,1.1
Male,39,0,African-American,0,0,35,0,0,F,5336.01666666667,6.55
Female,26,0,Other,0,0,4,1,1,M,2858.86666666667,0.91
Male,44,0,African-American,0,0,0,0,0,M,49190.6333333333,4.44
Male,42,0,Caucasian,0,0,0,0,0,F,924.366666666667,-2.3
Male,45,0,Caucasian,0,0,1,0,0,M,1609.28333333333,-5.52
Male,25,0,African-American,1,0,7,1,1,F,29104.5333333333,0.99
Female,28,0,Caucasian,0,0,7,0,0,F,208613.566666667,0.34
Male,33,0,Caucasian,0,0,0,0,0,F,7781.48333333333,-2.58
Male,25,0,Caucasian,0,0,0,0,0,M,4469.75,0.5
Male,32,0,African-American,1,0,5,0,0,F,13243.6666666667,1.71
Male,23,0,African-American,0,0,0,0,0,F,5548.1,0.03
Male,39,0,Caucasian,0,0,0,0,0,M,2591.2,-1.02
Male,27,0,African-American,0,0,12,1,1,F,1463.3,1.17
Female,35,0,Caucasian,0,0,4,0,0,M,2673.4,0.18
Male,23,0,African-American,0,0,1,0,0,F,3027.98333333333,0.22
Female,38,0,African-American,0,0,0,0,0,M,1311.23333333333,-1.36
Male,30,0,African-American,0,0,4,0,0,F,10312.2333333333,2.89
Male,30,0,Caucasian,0,0,1,0,0,F,41731.8333333333,-1.12
Female,30,0,Caucasian,0,0,0,0,0,M,278.15,-3.19
Male,31,0,African-American,0,0,2,1,0,F,3184.41666666667,-2.22
Male,34,0,Other,0,0,0,0,0,F,155588.25,0.72
Female,25,0,African-American,0,0,0,0,0,M,63694.95,-1.01
Female,26,0,Caucasian,0,0,1,0,0,F,12794.7166666667,0.66
Female,37,0,African-American,0,0,0,0,0,M,1174.11666666667,-3.27
Male,34,0,Caucasian,0,1,3,0,0,M,1361.15,2.27
Female,38,0,Hispanic,0,0,0,0,0,F,36538.9333333333,0.65
Female,31,0,African-American,0,0,0,0,0,M,3451.8,-0.71
Female,29,0,Caucasian,0,0,0,0,0,M,436.766666666667,-4.19
Male,22,0,African-American,0,0,0,0,0,F,1822.91666666667,-0.69
Female,51,0,Hispanic,0,0,0,0,0,M,896.983333333333,-4.56
Male,47,0,African-American,0,0,0,1,1,F,1833.18333333333,-2.78
Male,21,0,African-American,0,0,1,0,0,M,1497.68333333333,2.91
Male,23,0,African-American,0,1,5,1,1,F,7178.1,-0.15
Male,23,0,Other,0,0,0,0,0,M,1366.16666666667,-3.29
Female,24,0,Caucasian,0,0,0,0,0,M,471.033333333333,-1.47
Female,23,0,Hispanic,0,0,0,0,0,M,995.783333333333,-1.41
Female,19,0,African-American,0,0,0,1,1,M,1967.83333333333,1.24
Male,32,0,Caucasian,0,0,0,1,1,F,8373.81666666667,1.17
Female,39,0,Caucasian,0,0,0,1,1,M,1319.06666666667,-0.45
Male,33,0,African-American,0,0,2,0,0,F,372712.616666667,0.75
Female,36,0,Caucasian,0,0,0,0,0,M,896.683333333333,-4.36
Male,61,0,Hispanic,0,0,1,0,0,F,116669.2,-2.13
Female,40,0,Caucasian,0,0,0,0,0,F,147.05,-5.79
Male,53,0,African-American,0,0,4,0,0,F,2826.66666666667,-2.67
Female,28,0,Caucasian,0,0,0,0,0,M,1293.55,0.28
Male,38,0,Hispanic,0,0,2,0,0,M,42250.6,-1.37
Male,55,0,Caucasian,0,0,0,0,0,F,884.55,-3.75
Male,22,1,African-American,0,0,1,0,0,M,2756.01666666667,1.89
Female,34,0,African-American,0,0,1,0,0,F,3133.8,2.07
Male,55,0,Caucasian,0,0,1,0,0,M,5851.43333333333,-3.95
Male,24,0,Hispanic,0,0,2,1,1,F,132063.85,0.9
Male,41,0,Other,0,0,0,0,0,M,247.2,-4.02
Male,41,0,Hispanic,0,0,0,0,0,F,1066.33333333333,-0.55
Male,61,0,African-American,0,0,12,0,0,F,348463.216666667,0.23
Male,57,0,African-American,0,0,3,0,0,F,2619.06666666667,-2.24
Female,38,0,Caucasian,0,0,2,0,0,M,1352.71666666667,-0.22
Male,23,0,African-American,0,0,0,1,1,F,1350.96666666667,-1.07
Male,23,0,Caucasian,0,0,3,0,0,F,13928.95,3.14
Male,20,0,African-American,0,0,0,0,0,F,1111.83333333333,-3.34
Male,44,0,Caucasian,0,0,1,0,0,F,1558.11666666667,0.32
Female,38,0,Caucasian,0,0,1,0,0,M,2566.71666666667,-5.24
Male,32,0,Other,0,0,0,0,0,F,1589.38333333333,-4.41
Male,29,0,African-American,0,0,0,0,0,F,1528.98333333333,1.18
Male,23,0,African-American,0,0,3,1,1,F,63369.8333333333,0.25
Male,24,0,Caucasian,0,1,1,0,0,F,2989.95,0.75
Male,45,0,Other,0,0,0,0,0,M,-114.466666666667,-2.2
Male,21,0,African-American,1,0,2,0,0,F,1562.36666666667,1.86
Female,29,0,African-American,0,0,0,0,0,M,1703.93333333333,-3.15
Male,25,0,African-American,0,0,1,0,0,F,226.1,-5.54
