"name","region","cuisine","price","stars"
"Jean-Georges","New York City","Contemporary","$$$$","3Star"
"Marea","New York City","Seafood","$$$$","3Star"
"Gabriel Kreuther","New York City","Contemporary","$$$$","3Star"
"Ichimura at Uchū","New York City","Japanese","$$$$","3Star"
"Sushi Ginza Onodera","New York City","Japanese","$$$$","3Star"
"Ko","New York City","Contemporary","$$$$","3Star"
"The Modern","New York City","Contemporary","$$$$","3Star"
"Aquavit","New York City","Scandinavian","$$$$","3Star"
"Daniel","New York City","French","$$$$","3Star"
"Aska","New York City","Scandinavian","$$$$","3Star"
"Blanca","New York City","Contemporary","$$$$","3Star"
"Oro","Rio de Janeiro","creative","$$$$$","3Star"
"Tuju","Sao Paulo","creative","$$$$$","3Star"
"D.O.M.","Sao Paulo","creative","$$$$$","3Star"
"Kojima","South Korea","Sushi","$$$$$","3Star"
"Jungsik","South Korea","Korean contemporary","$$$","3Star"
"Kwonsooksoo","South Korea","Korean","$$$","3Star"
"Mingles","South Korea","Korean contemporary","$$$","3Star"
"Alla Prima","South Korea","Innovative","$$$","3Star"
"Waku Ghin","Singapore","Japanese contemporary","$$$$$","3Star"
"Odette","Singapore","French contemporary","$$$$","3Star"
"Shoukouwa","Singapore","Sushi","$$$$$","3Star"
"Shisen Hanten","Singapore","Chinese","$","3Star"
"Les Amis","Singapore","French","$$$","3Star"
"Fäviken Magasinet","Sweden","Creative","$$$$","3Star"
"Gastrologik","Sweden","Creative","$$$$","3Star"
"Oaxen Krog","Sweden","Creative","$$$$","3Star"
"Vollmers","Sweden","Creative","$$$$","3Star"
"Daniel Berlin","Sweden","Creative","$$$$","3Star"
"RAW","Taipei","Innovative","$$$","3Star"
"Shoun RyuGin","Taipei","Japanese contemporary","$$$$","3Star"
"Taïrroir","Taipei","Innovative","$$$","3Star"
"Sushi Amamoto","Taipei","Sushi","$$$$","3Star"
"The Guest House","Taipei","Sichuan-Huai Yang","$$","3Star"
"Gaggan","Thailand","Innovative","$$$$$","3Star"
"Sühring","Thailand","European contemporary","$$$$","3Star"
"Mezzaluna","Thailand","Innovative","$$$$$","3Star"
"Le Normandie","Thailand","French contemporary","$$$$","3Star"
"minibar","Washington DC","Contemporary","$$$$","3Star"
"Pineapple and Pearls","Washington DC","Contemporary","$$$$","3Star"
"Kilian Stuba","Austria","Creative","$$$$$","1Star"
"Pfefferschiff","Austria","Classic cuisine","$$$$$","1Star"
"Esszimmer","Austria","Creative","$$$$$","1Star"
"Carpe Diem","Austria","Market cuisine","$$$$$","1Star"
"Edvard","Austria","Modern cuisine","$$$$","1Star"
"Das Loft","Austria","Modern cuisine","$$$$$","1Star"
"Pramerl & the Wolf","Austria","Creative","$$$$$","1Star"
"Walter Bauer","Austria","Classic cuisine","$$$$$","1Star"
"SHIKI","Austria","Japanese","$$$$$","1Star"
"Tian","Austria","Vegetarian","$$$$$","1Star"
"aend","Austria","Modern cuisine","$$$$$","1Star"
"Le Ciel by Toni Mörwald","Austria","Classic cuisine","$$$$$","1Star"
"Chez TJ","California","Contemporary","$$$$","1Star"
"Protégé","California","Contemporary","$$$","1Star"
"Madera","California","Contemporary","$$$","1Star"
"The Village Pub","California","Contemporary","$$$","1Star"
"Plumed Horse","California","Contemporary","$$$$","1Star"
"Wakuriya","California","Japanese","$$$$","1Star"
"Sushi Yoshizumi","California","Japanese","$$$$","1Star"
"Rasa","California","Indian","$$","1Star"
"Maum","California","Korean","$$$$","1Star"
"Al's Place","California","Californian","$$","1Star"
"Aster","California","Californian","$$$","1Star"
"Omakase","California","Japanese","$$$$","1Star"
"Commonwealth","California","Contemporary","$$","1Star"
"Luce","California","Contemporary","$$$","1Star"
"Birdsong","California","American","$$$$","1Star"
"In Situ","California","International","$$$$","1Star"
"Mourad","California","Moroccan","$$$","1Star"
"Hashiri","California","Japanese","$$$$","1Star"
"Angler","California","Contemporary","$$$$","1Star"
"Rich Table","California","Contemporary","$$$","1Star"
"Kin Khao","California","Thai","$$","1Star"
"Michael Mina","California","Contemporary","$$$$","1Star"
"Sons & Daughters","California","Contemporary","$$$$","1Star"
"Mister Jiu's","California","Chinese","$$$","1Star"
"Nico","California","Contemporary","$$$","1Star"
"jū-ni","California","Japanese","$$$$","1Star"
"Keiko à Nob Hill","California","Fusion","$$$$","1Star"
"The Progress","California","Californian","$$$","1Star"
"State Bird Provisions","California","American","$$","1Star"
"Octavia","California","Californian","$$$","1Star"
"SPQR","California","Italian","$$$","1Star"
"Lord Stanley","California","Californian","$$$","1Star"
"Kinjo","California","Japanese","$$$$","1Star"
"Sorrel","California","Californian","$$$","1Star"
"Gary Danko","California","Contemporary","$$$$","1Star"
"Bar Crenn","California","French","$$$","1Star"
"Spruce","California","Californian","$$$","1Star"
"Wako","California","Japanese","$$$$","1Star"
"Madcap","California","Contemporary","$$$$","1Star"
"Aubergine","California","Contemporary","$$$$","1Star"
"Kenzo","California","Japanese","$$$$","1Star"
"La Toque","California","Contemporary","$$$$","1Star"
"Bouchon","California","French","$$$","1Star"
"Auberge du Soleil","California","Californian","$$$$","1Star"
"Farmhouse Inn & Restaurant","California","Californian","$$$$","1Star"
"The Kitchen","California","Contemporary","$$$$","1Star"
"Madrona Manor","California","Contemporary","$$$$","1Star"
"Harbor House","California","Californian","$$$$","1Star"
"Shin Sushi","California","Japanese","$$$","1Star"
"Rustic Canyon","California","Californian","$$$","1Star"
"Dialogue","California","Contemporary","$$$$","1Star"
"Kato","California","Asian","$$$","1Star"
"CUT","California","Steakhouse","$$$$","1Star"
"Nozawa Bar","California","Japanese","$$$$","1Star"
"Shunji","California","Japanese","$$$$","1Star"
"Maude","California","Contemporary","$$$$","1Star"
"Mori Sushi","California","Japanese","$$$$","1Star"
"Trois Mec","California","Contemporary","$$$$","1Star"
"Osteria Mozza","California","Italian","$$$","1Star"
"Kali","California","Californian","$$$","1Star"
"Le Comptoir","California","Californian","$$$$","1Star"
"Q Sushi","California","Japanese","$$$$","1Star"
"Shibumi","California","Japanese","$$$$","1Star"
"Hayato","California","Japanese","$$$$","1Star"
"Bistro Na's","California","Chinese","$$","1Star"
"Orsa & Winston","California","Fusion","$$$$","1Star"
"Taco María","California","Mexican","$$$","1Star"
"Hana re","California","Japanese","$$$$","1Star"
"Addison","California","Contemporary","$$$$","1Star"
"Parachute","Chicago","Fusion","$$","1Star"
"Goosefoot","Chicago","Contemporary","$$$$","1Star"
"Elizabeth","Chicago","Contemporary","$$$$","1Star"
"EL Ideas","Chicago","Contemporary","$$$$","1Star"
"Band of Bohemia","Chicago","Gastropub","$$$","1Star"
"Schwa","Chicago","Contemporary","$$$$","1Star"
"Temporis","Chicago","Contemporary","$$$$","1Star"
"Entente","Chicago","Contemporary","$$$","1Star"
"Elske","Chicago","Contemporary","$$$$","1Star"
"Dusek's (Board & Beer)","Chicago","Gastropub","$$","1Star"
"Roister","Chicago","Contemporary","$$$","1Star"
"Boka","Chicago","Contemporary","$$$","1Star"
"Blackbird","Chicago","Contemporary","$$$","1Star"
"Sepia","Chicago","American","$$$","1Star"
"North Pond","Chicago","Contemporary","$$$","1Star"
"Everest","Chicago","French","$$$$","1Star"
"Topolobampo","Chicago","Mexican","$$$$","1Star"
"Spiaggia","Chicago","Italian","$$$$","1Star"
"Monte","Croatia","Creative","$$$$$","1Star"
"Draga di Lovrana","Croatia","Modern cuisine","$$$$$","1Star"
"Noel","Croatia","Modern cuisine","$$$$$","1Star"
"Pelegrini","Croatia","Modern cuisine","$$$$$","1Star"
"360º","Croatia","Modern cuisine","$$$$$","1Star"
"Field","Czech Republic","Modern cuisine","$$$$$","1Star"
"La Degustation Bohême Bourgeoise","Czech Republic","Modern cuisine","$$$$$","1Star"
"Gastromé","Denmark","Modern cuisine","$$$","1Star"
"Domestic","Denmark","Modern cuisine","$$$","1Star"
"Substans","Denmark","Modern cuisine","$$$","1Star"
"Frederikshøj","Denmark","Creative","$$$$","1Star"
"Me‚Mu","Denmark","Modern cuisine","$$$","1Star"
"Ti Trin Ned","Denmark","Modern cuisine","$$$","1Star"
"Slotskøkkenet","Denmark","Creative","$$$$","1Star"
"Søllerød Kro","Denmark","Modern cuisine","$$","1Star"
"Jordnær","Denmark","Danish","$$$","1Star"
"Relæ","Denmark","Modern cuisine","$$","1Star"
"Kiin Kiin","Denmark","Thai","$$","1Star"
"formel B","Denmark","Modern cuisine","$$","1Star"
"Kokkeriet","Denmark","Modern cuisine","$$$","1Star"
"Clou","Denmark","Modern cuisine","$$$$","1Star"
"Marchal","Denmark","Modern cuisine","$$","1Star"
"Kong Hans Kælder","Denmark","Classic French","$$$$","1Star"
"Stud!o at The Standard","Denmark","Creative","$$$","1Star"
"108","Denmark","Modern cuisine","$$$","1Star"
"Era Ora","Denmark","Italian","$$","1Star"
"Alouette","Denmark","Modern cuisine","$$$","1Star"
"Frederiksminde","Denmark","Creative","$$$","1Star"
"Kadeau Bornholm","Denmark","Creative","$$$$","1Star"
"Ask","Finland","Modern cuisine","$$$","1Star"
"Grön","Finland","Finnish","$$$","1Star"
"Demo","Finland","Modern cuisine","$$$","1Star"
"Olo","Finland","Modern cuisine","$$$","1Star"
"Palace","Finland","Modern cuisine","$$$","1Star"
"Ora","Finland","Modern cuisine","$$$","1Star"
"Botrini's","Greece","Mediterranean","$$$$$","1Star"
"Varoulko Seaside","Greece","Seafood","$$$$$","1Star"
"Hytra","Greece","Modern cuisine","$$$$$","1Star"
"Loaf On","Hong Kong","Cantonese","$$","1Star"
"Lei Garden (Kwun Tong)","Hong Kong","Cantonese","$","1Star"
"Tim Ho Wan (Sham Shui Po)","Hong Kong","Dim Sum","$","1Star"
"Lei Garden (Mong Kok)","Hong Kong","Cantonese","$","1Star"
"Ming Court","Hong Kong","Cantonese","$$$","1Star"
"Yat Tung Heen (Jordan)","Hong Kong","Cantonese","$$","1Star"
"Fu Ho (Tsim Sha Tsui)","Hong Kong","Cantonese","$$","1Star"
"Shang Palace","Hong Kong","Cantonese","$$$","1Star"
"IM Teppanyaki & Wine","Hong Kong","Teppanyaki","$$","1Star"
"Ah Yat Harbour View (Tsim Sha Tsui)","Hong Kong","Cantonese","$$","1Star"
"Rech","Hong Kong","Seafood","$$$$","1Star"
"Spring Moon","Hong Kong","Cantonese","$$$","1Star"
"Imperial Treasure Fine Chinese Cuisine","Hong Kong","Cantonese","$$","1Star"
"Sushi Tokami","Hong Kong","Sushi","$$$$$","1Star"
"Tosca","Hong Kong","Italian","$$$","1Star"
"Épure","Hong Kong","French","$$$","1Star"
"Yee Tung Heen","Hong Kong","Cantonese","$$","1Star"
"Yè Shanghai (Tsim Sha Tsui)","Hong Kong","Shanghainese","$","1Star"
"Ho Hung Kee","Hong Kong","Noodles and congee","$","1Star"
"Jardin de Jade (Wan Chai)","Hong Kong","Shanghainese","$$","1Star"
"Zhejiang Heen","Hong Kong","Shanghainese","$$","1Star"
"Takumi by Daisuke Mori","Hong Kong","Innovative","$$$$$","1Star"
"Kam's Roast Goose","Hong Kong","Cantonese Roast Meats","$","1Star"
"Pang's Kitchen","Hong Kong","Cantonese","$","1Star"
"Xin Rong Ji","Hong Kong","Taizhou","$$$","1Star"
"Qi (Wan Chai)","Hong Kong","Sichuan","$","1Star"
"Man Wah","Hong Kong","Cantonese","$$$$","1Star"
"Summer Palace","Hong Kong","Cantonese","$$$","1Star"
"Octavium","Hong Kong","Italian","$$$","1Star"
"Arbor","Hong Kong","Innovative","$$$","1Star"
"VEA","Hong Kong","Innovative","$$$$$","1Star"
"Mandarin Grill + Bar","Hong Kong","European contemporary","$$$$","1Star"
"Yat Lok","Hong Kong","Cantonese Roast Meats","$","1Star"
"Guo Fu Lou","Hong Kong","Cantonese","$$$","1Star"
"Celebrity Cuisine","Hong Kong","Cantonese","$$","1Star"
"Sushi Wadatsumi","Hong Kong","Sushi","$$$","1Star"
"Arcane","Hong Kong","European contemporary","$$$","1Star"
"Duddell's","Hong Kong","Cantonese","$$$","1Star"
"Beefbar","Hong Kong","Steakhouse","$$","1Star"
"New Punjab Club","Hong Kong","Indian","$$","1Star"
"Kaiseki Den by Saotome","Hong Kong","Japanese","$$$$$","1Star"
"Belon","Hong Kong","French","$$$","1Star"
"Tate","Hong Kong","Innovative","$$$$$","1Star"
"The Ocean","Hong Kong","French","$$$$$","1Star"
"Costes Downtown","Hungary","Modern cuisine","$$$$","1Star"
"Borkonyha Winekitchen","Hungary","Modern cuisine","$$$$","1Star"
"Stand","Hungary","Modern cuisine","$$$","1Star"
"Babel","Hungary","Modern cuisine","$$$$$","1Star"
"Costes","Hungary","Modern cuisine","$$$$$","1Star"
"The Kitchen","Macau","Steakhouse","$$$","1Star"
"Tim's Kitchen","Macau","Cantonese","$$","1Star"
"Wing Lei","Macau","Cantonese","$$","1Star"
"King","Macau","Cantonese","$","1Star"
"Ying","Macau","Cantonese","$$","1Star"
"Shinji by Kanesaka","Macau","Sushi","$$$$","1Star"
"The Golden Peacock","Macau","Indian","$","1Star"
"Zi Yat Heen","Macau","Cantonese","$$","1Star"
"8 1/2 Otto e Mezzo - Bombana","Macau","Italian","$$$","1Star"
"Pearl Dragon","Macau","Cantonese","$$$","1Star"
"Lai Heen","Macau","Cantonese","$$","1Star"
"FAGN","Norway","Modern cuisine","$$$$","1Star"
"Credo","Norway","Creative","$$$$","1Star"
"RE-NAA","Norway","Creative","$$$$","1Star"
"Sabi Omakase","Norway","Sushi","$$$$","1Star"
"Galt","Norway","Modern cuisine","$$$","1Star"
"Kontrast","Norway","Scandinavian","$$$","1Star"
"Statholdergaarden","Norway","Classic cuisine","$$$$","1Star"
"Del Posto","New York City","Italian","$$$$","1Star"
"Le Grill de Joël Robuchon","New York City","French","$$$$","1Star"
"L'Appart","New York City","French","$$$$","1Star"
"Okuda","New York City","Japanese","$$$$","1Star"
"Wallsé","New York City","Austrian","$$$$","1Star"
"Jeju Noodle Bar","New York City","Korean","$$","1Star"
"Sushi Nakazawa","New York City","Japanese","$$$$","1Star"
"Kosaka","New York City","Japanese","$$$$","1Star"
"Bâtard","New York City","Contemporary","$$$$","1Star"
"Hirohisa","New York City","Japanese","$$$","1Star"
"Blue Hill","New York City","American","$$$$","1Star"
"ZZ's Clam Bar","New York City","Seafood","$$$$","1Star"
"Babbo","New York City","Italian","$$$$","1Star"
"Carbone","New York City","Italian","$$$$","1Star"
"Le Coucou","New York City","French","$$$","1Star"
"Aldea","New York City","Mediterranean","$$$$","1Star"
"Cote","New York City","Korean","$$$","1Star"
"Bouley at Home","New York City","Contemporary","$$$","1Star"
"Gotham Bar and Grill","New York City","American","$$$$","1Star"
"Nix","New York City","Vegetarian","$$$","1Star"
"Junoon","New York City","Indian","$$$$","1Star"
"NoMad","New York City","Contemporary","$$$$","1Star"
"The Musket Room","New York City","Contemporary","$$$","1Star"
"Uncle Boons","New York City","Thai","$$","1Star"
"Noda","New York City","Japanese","$$$$","1Star"
"Gramercy Tavern","New York City","Contemporary","$$$$","1Star"
"The Clocktower","New York City","Contemporary","$$$","1Star"
"Ai Fiori","New York City","Italian","$$$$","1Star"
"Casa Mono","New York City","Spanish","$$$","1Star"
"Jewel Bako","New York City","Japanese","$$$","1Star"
"The River Café","New York City","Contemporary","$$$$","1Star"
"Bar Uchū","New York City","Japanese","$$$$","1Star"
"Café China","New York City","Chinese","$$","1Star"
"Kanoyama","New York City","Japanese","$$$","1Star"
"Contra","New York City","Contemporary","$$$$","1Star"
"Atomix","New York City","Korean","$$$$","1Star"
"Kyo Ya","New York City","Japanese","$$$","1Star"
"Kajitsu","New York City","Japanese","$$$","1Star"
"Agern","New York City","Scandinavian","$$$$","1Star"
"Caviar Russe","New York City","Contemporary","$$$$","1Star"
"Tuome","New York City","Fusion","$$","1Star"
"Tempura Matsui","New York City","Japanese","$$$$","1Star"
"Sushi Yasuda","New York City","Japanese","$$$$","1Star"
"Sushi Amane","New York City","Japanese","$$$$","1Star"
"Café Boulud","New York City","French","$$$$","1Star"
"Claro","New York City","Mexican","$$","1Star"
"Satsuki","New York City","Japanese","$$$$","1Star"
"Sushi Noz","New York City","Japanese","$$$$","1Star"
"Sushi Inoue","New York City","Japanese","$$$$","1Star"
"Meadowsweet","New York City","Mediterranean","$$$","1Star"
"Casa Enríque","New York City","Mexican","$$","1Star"
"Peter Luger","New York City","Steakhouse","$$$$","1Star"
"Oxomoco","New York City","Mexican","$$$","1Star"
"The Finch","New York City","American","$$$","1Star"
"Faro","New York City","American","$$","1Star"
"Senses","Poland","Modern cuisine","$$$$$","1Star"
"atelier Amaro","Poland","Modern cuisine","$$$$","1Star"
"Olympe","Rio de Janeiro","French","$$$$$","1Star"
"Lasai","Rio de Janeiro","modern","$$$$$","1Star"
"Oteque","Rio de Janeiro","modern","$$$$$","1Star"
"Mee","Rio de Janeiro","Asian influences","$$$$$","1Star"
"Cipriani","Rio de Janeiro","Italian","$$$$$","1Star"
"Jun Sakamoto","Sao Paulo","Japanese","$$$$$","1Star"
"Maní","Sao Paulo","creative","$$$$$","1Star"
"Evvai","Sao Paulo","modern","$$$$$","1Star"
"Picchi","Sao Paulo","Italian","$$$$$","1Star"
"Kosushi","Sao Paulo","Japanese","$$$","1Star"
"Ryo Gastronomia","Sao Paulo","Japanese","$$$$$","1Star"
"Tangará Jean-Georges","Sao Paulo","modern","$$$$$","1Star"
"Kinoshita","Sao Paulo","Japanese","$$$$$","1Star"
"Kan Suke","Sao Paulo","Japanese","$$$$$","1Star"
"Huto","Sao Paulo","Japanese","$$$$$","1Star"
"Stay","South Korea","French contemporary","$$$","1Star"
"Lee Jong Kuk 104","South Korea","Korean","$$$$","1Star"
"Hansikgonggan","South Korea","Korean","$$$","1Star"
"Dining in Space","South Korea","French contemporary","$$$","1Star"
"Exquisine","South Korea","Innovative","$$$","1Star"
"Dosa","South Korea","Innovative","$$$","1Star"
"Joo Ok","South Korea","Korean contemporary","$$$","1Star"
"Balwoo Gongyang","South Korea","Temple cuisine","$$","1Star"
"Muoki","South Korea","Innovative","$$$","1Star"
"L'Amitié","South Korea","French","$$$","1Star"
"Yu Yuan","South Korea","Chinese","$$$","1Star"
"Bicena","South Korea","Korean","$$$","1Star"
"Mosu","South Korea","Innovative","$$$$$","1Star"
"Poom","South Korea","Korean","$$$","1Star"
"Soigné","South Korea","Innovative","$$$","1Star"
"Table for Four","South Korea","European contemporary","$$$","1Star"
"Zero Complex","South Korea","Innovative","$$$","1Star"
"Jin Jin","South Korea","Chinese","$","1Star"
"Gotgan","South Korea","Korean","$$$$","1Star"
"Hill Street Tai Hwa Pork Noodle","Singapore","Street Food","$","1Star"
"Putien (Kitchener Road)","Singapore","Fujian","$","1Star"
"Chef Kang's","Singapore","Cantonese","$$$","1Star"
"Garibaldi","Singapore","Italian","$","1Star"
"Summer Pavilion","Singapore","Cantonese","$$","1Star"
"Shinji (Bras Basah Road)","Singapore","Sushi","$$","1Star"
"The Song of India","Singapore","Indian","$","1Star"
"Lei Garden","Singapore","Cantonese","$","1Star"
"Whitegrass","Singapore","Australian","$$","1Star"
"Jaan","Singapore","French contemporary","$$$","1Star"
"Labyrinth","Singapore","Innovative","$$","1Star"
"Cut","Singapore","Steakhouse","$$$","1Star"
"Alma","Singapore","European contemporary","$","1Star"
"Béni","Singapore","French contemporary","$$","1Star"
"Crystal Jade Golden Palace","Singapore","Chinese","$","1Star"
"Imperial Treasure Fine Teochew Cuisine (Orchard)","Singapore","Chinese","$","1Star"
"Saint Pierre","Singapore","French contemporary","$$","1Star"
"Sushi Ichi","Singapore","Sushi","$$$","1Star"
"Sushi Kimura","Singapore","Sushi","$$$$","1Star"
"Iggy's","Singapore","European contemporary","$$$","1Star"
"Braci","Singapore","Italian contemporary","$$","1Star"
"Jiang-Nan Chun","Singapore","Cantonese","$$$","1Star"
"Bacchanalia","Singapore","Innovative","$$","1Star"
"Shinji (Tanglin Road)","Singapore","Sushi","$$$$","1Star"
"Corner House","Singapore","Innovative","$$","1Star"
"Summer Palace","Singapore","Cantonese","$","1Star"
"Cheek by Jowl","Singapore","Australian","$","1Star"
"Nouri","Singapore","Innovative","$","1Star"
"Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle","Singapore","Street Food","$","1Star"
"Burnt Ends","Singapore","Barbecue","$$","1Star"
"Rhubarb","Singapore","French contemporary","$","1Star"
"Meta","Singapore","Innovative","$$","1Star"
"Ma Cuisine","Singapore","French","$","1Star"
"Candlenut","Singapore","Peranakan","$","1Star"
"Bhoga","Sweden","Creative","$$$","1Star"
"Koka","Sweden","Modern cuisine","$$$","1Star"
"28+","Sweden","Modern cuisine","$$$","1Star"
"SK Mat & Människor","Sweden","Modern cuisine","$$$","1Star"
"Thörnströms Kök","Sweden","Classic cuisine","$$$","1Star"
"Upper House","Sweden","Creative","$$$$","1Star"
"Agrikultur","Sweden","Modern cuisine","$$$$","1Star"
"Sushi Sho","Sweden","Japanese","$$$","1Star"
"Volt","Sweden","Creative","$$$","1Star"
"Ekstedt","Sweden","Meats and grills","$$$","1Star"
"Operakällaren","Sweden","Classic cuisine","$$$$","1Star"
"Mathias Dahlgren-Matbaren","Sweden","Modern cuisine","$$","1Star"
"Aloë","Sweden","Creative","$$$$","1Star"
"PM & Vänner","Sweden","Creative","$$$","1Star"
"Bloom in the Park","Sweden","Creative","$$","1Star"
"SAV","Sweden","Creative","$$$","1Star"
"Golden Formosa","Taipei","Taiwanese","$$","1Star"
"Danny's Steakhouse","Taipei","Steakhouse","$$","1Star"
"L'Atelier de Joël Robuchon","Taipei","French contemporary","$$$","1Star"
"Kitcho","Taipei","Sushi","$$$$","1Star"
"Tien Hsiang Lo","Taipei","Hang Zhou","$$","1Star"
"Ya Ge","Taipei","Cantonese","$$","1Star"
"Da-Wan","Taipei","Barbecue","$$$","1Star"
"Sushi Nomura","Taipei","Sushi","$$$","1Star"
"logy","Taipei","Asian contemporary","$$$$","1Star"
"Ming Fu","Taipei","Taiwanese","$$$","1Star"
"Ken An Ho","Taipei","Japanese","$$$$","1Star"
"Sushi Ryu","Taipei","Sushi","$$$$","1Star"
"MUME","Taipei","European contemporary","$$$","1Star"
"Impromptu by Paul Lee","Taipei","Innovative","$$$","1Star"
"Longtail","Taipei","Innovative","$$","1Star"
"Mountain and Sea House","Taipei","Taiwanese","$$","1Star"
"Da San Yuan","Taipei","Cantonese","$","1Star"
"Tainan Tan Tsu Mien Seafood","Taipei","Seafood","$$","1Star"
"Suan Thip","Thailand","Thai","$","1Star"
"Upstairs at Mikkeller","Thailand","Innovative","$$$$$","1Star"
"Chim by Siam Wisdom","Thailand","Thai","$$$","1Star"
"R-Haan","Thailand","Thai","$$$$","1Star"
"Canvas","Thailand","Innovative","$$$$","1Star"
"Bo.lan","Thailand","Thai","$$$$$","1Star"
"Sra Bua by Kiin Kiin","Thailand","Thai Contemporary","$$$","1Star"
"Elements","Thailand","French contemporary","$$$$","1Star"
"Paste","Thailand","Thai","$$$","1Star"
"Ginza Sushi ichi","Thailand","Sushi","$$$$","1Star"
"Sorn","Thailand","Southern Thai","$$$$$","1Star"
"Savelberg","Thailand","French contemporary","$$$","1Star"
"Saneh Jaan","Thailand","Thai","$$","1Star"
"Gaa","Thailand","Innovative","$$$$","1Star"
"Methavalai Sorndaeng","Thailand","Thai","$$","1Star"
"Jay Fai","Thailand","Street Food","$$","1Star"
"Nahm","Thailand","Thai","$$$","1Star"
"J'AIME by Jean-Michel Lorain","Thailand","French contemporary","$$$","1Star"
"Saawaan","Thailand","Thai Contemporary","$$$$","1Star"
"Le Du","Thailand","Thai","$$$$","1Star"
"Ruean Panya","Thailand","Thai","$$","1Star"
"PRU","Thailand","Innovative","$$$$$","1Star"
"Blue Duck Tavern","Washington DC","American","$$$","1Star"
"Tail Up Goat","Washington DC","Contemporary","$$","1Star"
"Komi","Washington DC","Mediterranean","$$$$","1Star"
"Sushi Taro","Washington DC","Japanese","$$$$","1Star"
"Plume","Washington DC","European","$$$$","1Star"
"Siren by RW","Washington DC","Seafood","$$$","1Star"
"Bresca","Washington DC","Contemporary","$$","1Star"
"The Dabney","Washington DC","American","$$","1Star"
"Métier","Washington DC","Contemporary","$$$$","1Star"
"Kinship","Washington DC","Contemporary","$$$","1Star"
"Fiola","Washington DC","Italian","$$$$","1Star"
"Masseria","Washington DC","Italian","$$$","1Star"
"Rose's Luxury","Washington DC","Contemporary","$$","1Star"
"Amador","Austria","Creative","$$$$$","2Star"
"Manresa","California","Contemporary","$$$$","2Star"
"Benu","California","Asian","$$$$","2Star"
"Quince","California","Contemporary","$$$$","2Star"
"Atelier Crenn","California","Contemporary","$$$$","2Star"
"The French Laundry","California","Contemporary","$$$$","2Star"
"The Restaurant at Meadowood","California","Contemporary","$$$$","2Star"
"SingleThread","California","Contemporary","$$$$","2Star"
"Alinea","Chicago","Contemporary","$$$$","2Star"
"Geranium","Denmark","Creative","$$$$","2Star"
"T'ang Court","Hong Kong","Cantonese","$$$","2Star"
"Bo Innovation","Hong Kong","Innovative","$$$$$","2Star"
"Lung King Heen","Hong Kong","Cantonese","$$$$","2Star"
"Caprice","Hong Kong","French","$$$$","2Star"
"8½ Otto e Mezzo - Bombana","Hong Kong","Italian","$$$$","2Star"
"L'Atelier de Joël Robuchon","Hong Kong","French contemporary","$$$$","2Star"
"Sushi Shikon","Hong Kong","Sushi","$$$$$","2Star"
"The Eight","Macau","Chinese","$$$","2Star"
"Robuchon au Dôme","Macau","French contemporary","$$$$","2Star"
"Jade Dragon","Macau","Cantonese","$$","2Star"
"Maaemo","Norway","Modern cuisine","$$$$","2Star"
"Masa","New York City","Japanese","$$$$","2Star"
"Per Se","New York City","Contemporary","$$$$","2Star"
"Le Bernardin","New York City","Seafood","$$$$","2Star"
"Eleven Madison Park","New York City","Contemporary","$$$$","2Star"
"Chef's Table at Brooklyn Fare","New York City","Contemporary","$$$$","2Star"
"La Yeon","South Korea","Korean","$$$$","2Star"
"Gaon","South Korea","Korean","$$$$$","2Star"
"Frantzén","Sweden","Modern cuisine","$$$$","2Star"
"Le Palais","Taipei","Cantonese","$$","2Star"
"The Inn at Little Washington","Washington DC","American","$$$$","2Star"
"SENNS.Restaurant","Austria","Creative","$$$$$","3Star"
"Ikarus","Austria","Creative","$$$$$","3Star"
"Mraz & Sohn","Austria","Creative","$$$$$","3Star"
"Konstantin Filippou","Austria","Modern cuisine","$$$$$","3Star"
"Silvio Nickol Gourmet Restaurant","Austria","Modern cuisine","$$$$$","3Star"
"Steirereck im Stadtpark","Austria","Creative","$$$$$","3Star"
"Baumé","California","Contemporary","$$$$","3Star"
"Commis","California","Contemporary","$$$$","3Star"
"Californios","California","Mexican","$$$$","3Star"
"Lazy Bear","California","Contemporary","$$$$","3Star"
"Saison","California","Californian","$$$$","3Star"
"Campton Place","California","Indian","$$$$","3Star"
"Coi","California","Contemporary","$$$$","3Star"
"Acquerello","California","Italian","$$$$","3Star"
"Urasawa","California","Japanese","$$$$","3Star"
"Sushi Ginza Onodera","California","Japanese","$$$$","3Star"
"Somni","California","Contemporary","$$$$","3Star"
"Providence","California","Seafood","$$$$","3Star"
"n/naka","California","Contemporary","$$$$","3Star"
"Vespertine","California","Contemporary","$$$$","3Star"
"Smyth","Chicago","Contemporary","$$$$","3Star"
"Oriole","Chicago","Contemporary","$$$$","3Star"
"Acadia","Chicago","Contemporary","$$$$","3Star"
"KOKS","Denmark","Creative","$$$$","3Star"
"Henne Kirkeby Kro","Denmark","Classic cuisine","$$$","3Star"
"a‚o‚c","Denmark","Modern cuisine","$$$$","3Star"
"noma","Denmark","Creative","$$$$","3Star"
"Kadeau Copenhagen","Denmark","Modern cuisine","$$$$","3Star"
"Spondi","Greece","French","$$$$$","3Star"
"Sun Tung Lok","Hong Kong","Cantonese","$$","3Star"
"Yan Toh Heen","Hong Kong","Cantonese","$$$","3Star"
