Salary,Arts,Biology & Life Science,Business,Communications & Journalism,Computers & Mathematics,Education,Engineering,Health,Humanities & Liberal Arts,Industrial Arts & Consumer Services,Interdisciplinary,Law & Public Policy,Physical Sciences,Psychology & Social Work,Social Science,Male,GPA
83000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.66
62000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.15
61000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.35
61000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.29
81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9
66000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.49
74000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.84
89000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.46
74000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.82
72000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84
61000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.08
71000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2
84000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66
79000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.87
67000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.56
63000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.25
55000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.23
98000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.56
74000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.39
59000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.59
72000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.12
68000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
77000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.38
60000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.9
73000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.98
81000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.81
69000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.97
87000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.59
70000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.92
63000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33
74000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.01
61000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.4
70000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.19
88000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79
86000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.81
60000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.42
85000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2
74000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.63
78000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.54
68000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.69
44000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.99
55000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.86
64000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.61
74000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.87
66000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.55
72000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21
68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.73
89000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.68
73000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06
