Crash,Distracted,Age
24629,Not Distracted,30-39
24630,Not Distracted,30-39
24631,Not Distracted,30-39
24632,Not Distracted,30-39
24633,Not Distracted,30-39
24634,Not Distracted,30-39
24635,Not Distracted,30-39
24636,Not Distracted,30-39
24637,Not Distracted,30-39
24638,Not Distracted,30-39
24639,Not Distracted,30-39
24640,Not Distracted,30-39
24641,Not Distracted,30-39
24642,Not Distracted,30-39
24643,Not Distracted,30-39
24644,Not Distracted,30-39
24645,Not Distracted,30-39
24646,Not Distracted,30-39
24647,Not Distracted,30-39
24648,Not Distracted,30-39
24649,Not Distracted,30-39
24650,Not Distracted,30-39
24651,Not Distracted,30-39
24652,Not Distracted,30-39
24653,Not Distracted,30-39
24654,Not Distracted,30-39
24655,Not Distracted,30-39
24656,Not Distracted,30-39
24657,Not Distracted,30-39
24658,Not Distracted,30-39
24659,Not Distracted,30-39
24660,Not Distracted,30-39
24661,Not Distracted,30-39
24662,Not Distracted,30-39
24663,Not Distracted,30-39
24664,Not Distracted,30-39
24665,Not Distracted,30-39
24666,Not Distracted,30-39
24667,Not Distracted,30-39
24668,Not Distracted,30-39
24669,Not Distracted,30-39
24670,Not Distracted,30-39
24671,Not Distracted,30-39
24672,Not Distracted,30-39
24673,Not Distracted,30-39
24674,Not Distracted,30-39
24675,Not Distracted,30-39
24676,Not Distracted,30-39
24677,Not Distracted,30-39
24678,Not Distracted,30-39
24679,Not Distracted,30-39
24680,Not Distracted,30-39
24681,Not Distracted,30-39
24682,Not Distracted,30-39
24683,Not Distracted,30-39
24684,Not Distracted,30-39
24685,Not Distracted,30-39
24686,Not Distracted,30-39
24687,Not Distracted,30-39
24688,Not Distracted,30-39
24689,Not Distracted,30-39
24690,Not Distracted,30-39
24691,Not Distracted,30-39
24692,Not Distracted,30-39
24693,Not Distracted,30-39
24694,Not Distracted,30-39
24695,Not Distracted,30-39
24696,Not Distracted,30-39
24697,Not Distracted,30-39
24698,Not Distracted,30-39
24699,Not Distracted,30-39
24700,Not Distracted,30-39
24701,Not Distracted,30-39
24702,Not Distracted,30-39
24703,Not Distracted,30-39
24704,Not Distracted,30-39
24705,Not Distracted,30-39
24706,Not Distracted,30-39
24707,Not Distracted,30-39
24708,Not Distracted,30-39
24709,Not Distracted,30-39
24710,Not Distracted,30-39
24711,Not Distracted,30-39
24712,Not Distracted,30-39
24713,Not Distracted,30-39
24714,Not Distracted,30-39
24715,Not Distracted,30-39
24716,Not Distracted,30-39
24717,Not Distracted,30-39
24718,Not Distracted,30-39
24719,Not Distracted,30-39
24720,Not Distracted,30-39
24721,Not Distracted,30-39
24722,Not Distracted,30-39
24723,Other Distracted,40-49
24724,Other Distracted,40-49
24725,Other Distracted,40-49
24726,Other Distracted,40-49
24727,Other Distracted,40-49
24728,Other Distracted,40-49
24729,Other Distracted,40-49
24730,Other Distracted,40-49
24731,Other Distracted,40-49
24732,Other Distracted,40-49
24733,Other Distracted,40-49
24734,Other Distracted,40-49
24735,Other Distracted,40-49
24736,Other Distracted,40-49
24737,Other Distracted,40-49
24738,Other Distracted,40-49
24739,Other Distracted,40-49
24740,Other Distracted,40-49
24741,Other Distracted,40-49
24742,Other Distracted,40-49
24743,Other Distracted,40-49
24744,Other Distracted,40-49
24745,Other Distracted,40-49
24746,Other Distracted,40-49
24747,Other Distracted,40-49
24748,Other Distracted,40-49
24749,Other Distracted,40-49
24750,Other Distracted,40-49
24751,Other Distracted,40-49
24752,Other Distracted,40-49
24753,Other Distracted,40-49
24754,Other Distracted,40-49
24755,Other Distracted,40-49
24756,Other Distracted,40-49
24757,Other Distracted,40-49
24758,Other Distracted,40-49
24759,Other Distracted,40-49
24760,Other Distracted,40-49
24761,Other Distracted,40-49
24762,Other Distracted,40-49
24763,Other Distracted,40-49
24764,Other Distracted,40-49
24765,Other Distracted,40-49
24766,Other Distracted,40-49
24767,Other Distracted,40-49
24768,Other Distracted,40-49
24769,Other Distracted,40-49
24770,Other Distracted,40-49
24771,Other Distracted,40-49
24772,Other Distracted,40-49
24773,Other Distracted,40-49
24774,Other Distracted,40-49
24775,Other Distracted,40-49
24776,Other Distracted,40-49
24777,Other Distracted,40-49
24778,Other Distracted,40-49
24779,Other Distracted,40-49
24780,Other Distracted,40-49
24781,Other Distracted,40-49
24782,Other Distracted,40-49
24783,Other Distracted,40-49
24784,Other Distracted,40-49
24785,Other Distracted,40-49
24786,Other Distracted,40-49
24787,Other Distracted,40-49
24788,Other Distracted,40-49
24789,Other Distracted,40-49
24790,Other Distracted,40-49
24791,Other Distracted,40-49
24792,Other Distracted,40-49
24793,Other Distracted,40-49
24794,Other Distracted,40-49
24795,Other Distracted,40-49
24796,Other Distracted,40-49
24797,Other Distracted,40-49
24798,Other Distracted,40-49
24799,Other Distracted,40-49
24800,Other Distracted,40-49
24801,Other Distracted,40-49
24802,Other Distracted,40-49
24803,Other Distracted,40-49
24804,Other Distracted,40-49
24805,Other Distracted,40-49
24806,Other Distracted,40-49
24807,Other Distracted,40-49
24808,Other Distracted,40-49
24809,Other Distracted,40-49
24810,Other Distracted,40-49
24811,Other Distracted,40-49
24812,Other Distracted,40-49
24813,Other Distracted,40-49
24814,Other Distracted,40-49
24815,Other Distracted,40-49
24816,Other Distracted,40-49
24817,Other Distracted,40-49
24818,Other Distracted,40-49
24819,Other Distracted,40-49
24820,Other Distracted,40-49
24821,Other Distracted,40-49
24822,Other Distracted,40-49
24823,Other Distracted,40-49
24824,Other Distracted,40-49
24825,Other Distracted,40-49
24826,Other Distracted,40-49
24827,Other Distracted,40-49
24828,Other Distracted,40-49
24829,Other Distracted,40-49
24830,Other Distracted,40-49
24831,Other Distracted,40-49
24832,Other Distracted,40-49
24833,Other Distracted,40-49
24834,Other Distracted,40-49
24835,Other Distracted,40-49
24836,Other Distracted,40-49
24837,Other Distracted,40-49
24838,Other Distracted,40-49
24839,Other Distracted,40-49
24840,Other Distracted,40-49
24841,Other Distracted,40-49
24842,Other Distracted,40-49
24843,Other Distracted,40-49
24844,Other Distracted,40-49
24845,Other Distracted,40-49
24846,Other Distracted,40-49
24847,Other Distracted,40-49
24848,Other Distracted,40-49
24849,Other Distracted,40-49
24850,Other Distracted,40-49
24851,Other Distracted,40-49
24852,Other Distracted,40-49
24853,Other Distracted,40-49
24854,Other Distracted,40-49
24855,Other Distracted,40-49
24856,Other Distracted,40-49
24857,Other Distracted,40-49
24858,Other Distracted,40-49
24859,Other Distracted,40-49
24860,Other Distracted,40-49
24861,Other Distracted,40-49
24862,Other Distracted,40-49
24863,Other Distracted,40-49
24864,Other Distracted,40-49
24865,Other Distracted,40-49
24866,Other Distracted,40-49
24867,Other Distracted,40-49
24868,Other Distracted,40-49
24869,Other Distracted,40-49
24870,Other Distracted,40-49
24871,Other Distracted,40-49
24872,Other Distracted,40-49
24873,Other Distracted,40-49
24874,Other Distracted,40-49
24875,Other Distracted,40-49
24876,Other Distracted,40-49
24877,Other Distracted,40-49
24878,Other Distracted,40-49
24879,Other Distracted,40-49
24880,Other Distracted,40-49
24881,Other Distracted,40-49
24882,Other Distracted,40-49
24883,Other Distracted,40-49
24884,Other Distracted,40-49
24885,Other Distracted,40-49
24886,Other Distracted,40-49
24887,Other Distracted,40-49
24888,Other Distracted,40-49
24889,Other Distracted,40-49
24890,Other Distracted,40-49
24891,Other Distracted,40-49
24892,Other Distracted,40-49
24893,Other Distracted,40-49
24894,Other Distracted,40-49
24895,Other Distracted,40-49
24896,Other Distracted,40-49
24897,Other Distracted,40-49
24898,Other Distracted,40-49
24899,Other Distracted,40-49
24900,Other Distracted,40-49
24901,Other Distracted,40-49
24902,Other Distracted,40-49
24903,Other Distracted,40-49
24904,Other Distracted,40-49
24905,Other Distracted,40-49
24906,Other Distracted,40-49
24907,Other Distracted,40-49
24908,Other Distracted,40-49
24909,Other Distracted,40-49
24910,Other Distracted,40-49
24911,Other Distracted,40-49
24912,Other Distracted,40-49
24913,Other Distracted,40-49
24914,Other Distracted,40-49
24915,Other Distracted,40-49
24916,Other Distracted,40-49
24917,Other Distracted,40-49
24918,Other Distracted,40-49
24919,Other Distracted,40-49
24920,Other Distracted,40-49
24921,Other Distracted,40-49
24922,Other Distracted,40-49
24923,Other Distracted,40-49
24924,Other Distracted,40-49
24925,Other Distracted,40-49
24926,Other Distracted,40-49
24927,Other Distracted,40-49
24928,Other Distracted,40-49
24929,Other Distracted,40-49
24930,Other Distracted,40-49
24931,Other Distracted,40-49
24932,Other Distracted,40-49
24933,Other Distracted,40-49
24934,Other Distracted,40-49
24935,Other Distracted,40-49
24936,Other Distracted,40-49
24937,Other Distracted,40-49
24938,Other Distracted,40-49
24939,Other Distracted,40-49
24940,Other Distracted,40-49
24941,Other Distracted,40-49
24942,Other Distracted,40-49
24943,Other Distracted,40-49
24944,Other Distracted,40-49
24945,Other Distracted,40-49
24946,Other Distracted,40-49
24947,Other Distracted,40-49
24948,Other Distracted,40-49
24949,Other Distracted,40-49
24950,Other Distracted,40-49
24951,Other Distracted,40-49
24952,Other Distracted,40-49
24953,Other Distracted,40-49
24954,Other Distracted,40-49
24955,Other Distracted,40-49
24956,Other Distracted,40-49
24957,Other Distracted,40-49
24958,Other Distracted,40-49
24959,Other Distracted,40-49
24960,Other Distracted,40-49
24961,Other Distracted,40-49
24962,Other Distracted,40-49
24963,Other Distracted,40-49
24964,Other Distracted,40-49
24965,Other Distracted,40-49
24966,Other Distracted,40-49
24967,Other Distracted,40-49
24968,Other Distracted,40-49
24969,Other Distracted,40-49
24970,Other Distracted,40-49
24971,Other Distracted,40-49
24972,Other Distracted,40-49
24973,Other Distracted,40-49
24974,Other Distracted,40-49
24975,Other Distracted,40-49
24976,Other Distracted,40-49
24977,Other Distracted,40-49
24978,Other Distracted,40-49
24979,Other Distracted,40-49
24980,Other Distracted,40-49
24981,Other Distracted,40-49
24982,Other Distracted,40-49
24983,Other Distracted,40-49
24984,Other Distracted,40-49
24985,Other Distracted,40-49
24986,Other Distracted,40-49
24987,Other Distracted,40-49
24988,Other Distracted,40-49
24989,Other Distracted,40-49
24990,Other Distracted,40-49
24991,Other Distracted,40-49
24992,Other Distracted,40-49
24993,Other Distracted,40-49
24994,Other Distracted,40-49
24995,Other Distracted,40-49
24996,Other Distracted,40-49
24997,Other Distracted,40-49
24998,Other Distracted,40-49
24999,Other Distracted,40-49
25000,Other Distracted,40-49
25001,Other Distracted,40-49
25002,Other Distracted,40-49
25003,Other Distracted,40-49
25004,Other Distracted,40-49
25005,Other Distracted,40-49
25006,Other Distracted,40-49
25007,Other Distracted,40-49
25008,Other Distracted,40-49
25009,Other Distracted,40-49
25010,Other Distracted,40-49
25011,Other Distracted,40-49
25012,Other Distracted,40-49
25013,Other Distracted,40-49
25014,Other Distracted,40-49
25015,Other Distracted,40-49
25016,Other Distracted,40-49
25017,Other Distracted,40-49
25018,Other Distracted,40-49
25019,Other Distracted,40-49
25020,Other Distracted,40-49
25021,Other Distracted,40-49
25022,Other Distracted,40-49
25023,Other Distracted,40-49
25024,Other Distracted,40-49
25025,Other Distracted,40-49
25026,Other Distracted,40-49
25027,Other Distracted,40-49
25028,Other Distracted,40-49
25029,Other Distracted,40-49
25030,Other Distracted,40-49
25031,Other Distracted,40-49
25032,Other Distracted,40-49
25033,Other Distracted,40-49
25034,Other Distracted,40-49
25035,Other Distracted,40-49
25036,Other Distracted,40-49
25037,Other Distracted,40-49
25038,Other Distracted,40-49
25039,Other Distracted,40-49
25040,Other Distracted,40-49
25041,Other Distracted,40-49
25042,Other Distracted,40-49
25043,Other Distracted,40-49
25044,Other Distracted,40-49
25045,Other Distracted,40-49
25046,Other Distracted,40-49
25047,Other Distracted,40-49
25048,Other Distracted,40-49
25049,Other Distracted,40-49
25050,Other Distracted,40-49
25051,Other Distracted,40-49
25052,Other Distracted,40-49
25053,Other Distracted,40-49
25054,Other Distracted,40-49
25055,Other Distracted,40-49
25056,Other Distracted,40-49
25057,Other Distracted,40-49
25058,Other Distracted,40-49
25059,Other Distracted,40-49
25060,Other Distracted,40-49
25061,Other Distracted,40-49
25062,Other Distracted,40-49
25063,Other Distracted,40-49
25064,Other Distracted,40-49
25065,Other Distracted,40-49
25066,Other Distracted,40-49
25067,Other Distracted,40-49
25068,Other Distracted,40-49
25069,Other Distracted,40-49
25070,Other Distracted,40-49
25071,Other Distracted,40-49
25072,Other Distracted,40-49
25073,Other Distracted,40-49
25074,Other Distracted,40-49
25075,Other Distracted,40-49
25076,Other Distracted,40-49
25077,Other Distracted,40-49
25078,Other Distracted,40-49
25079,Other Distracted,40-49
25080,Other Distracted,40-49
25081,Other Distracted,40-49
25082,Other Distracted,40-49
25083,Other Distracted,40-49
25084,Other Distracted,40-49
25085,Other Distracted,40-49
25086,Other Distracted,40-49
25087,Other Distracted,40-49
25088,Other Distracted,40-49
25089,Other Distracted,40-49
25090,Other Distracted,40-49
25091,Other Distracted,40-49
25092,Other Distracted,40-49
25093,Other Distracted,40-49
25094,Other Distracted,40-49
25095,Other Distracted,40-49
25096,Other Distracted,40-49
25097,Other Distracted,40-49
25098,Other Distracted,40-49
25099,Other Distracted,40-49
25100,Other Distracted,40-49
25101,Other Distracted,40-49
25102,Other Distracted,40-49
25103,Other Distracted,40-49
25104,Other Distracted,40-49
25105,Other Distracted,40-49
25106,Other Distracted,40-49
25107,Other Distracted,40-49
25108,Other Distracted,40-49
25109,Other Distracted,40-49
25110,Other Distracted,40-49
25111,Other Distracted,40-49
25112,Other Distracted,40-49
25113,Other Distracted,40-49
25114,Other Distracted,40-49
25115,Other Distracted,40-49
25116,Other Distracted,40-49
25117,Other Distracted,40-49
25118,Other Distracted,40-49
25119,Other Distracted,40-49
25120,Other Distracted,40-49
25121,Other Distracted,40-49
25122,Other Distracted,40-49
25123,Cell Phone Distracted,40-49
25124,Cell Phone Distracted,40-49
25125,Cell Phone Distracted,40-49
25126,Cell Phone Distracted,40-49
25127,Cell Phone Distracted,40-49
25128,Cell Phone Distracted,40-49
25129,Cell Phone Distracted,40-49
25130,Cell Phone Distracted,40-49
25131,Cell Phone Distracted,40-49
25132,Cell Phone Distracted,40-49
25133,Cell Phone Distracted,40-49
25134,Cell Phone Distracted,40-49
25135,Cell Phone Distracted,40-49
25136,Cell Phone Distracted,40-49
25137,Cell Phone Distracted,40-49
25138,Cell Phone Distracted,40-49
25139,Cell Phone Distracted,40-49
25140,Cell Phone Distracted,40-49
25141,Cell Phone Distracted,40-49
25142,Cell Phone Distracted,40-49
25143,Cell Phone Distracted,40-49
25144,Cell Phone Distracted,40-49
25145,Cell Phone Distracted,40-49
25146,Cell Phone Distracted,40-49
25147,Cell Phone Distracted,40-49
25148,Cell Phone Distracted,40-49
25149,Cell Phone Distracted,40-49
25150,Cell Phone Distracted,40-49
25151,Cell Phone Distracted,40-49
25152,Cell Phone Distracted,40-49
25153,Cell Phone Distracted,40-49
25154,Cell Phone Distracted,40-49
25155,Cell Phone Distracted,40-49
25156,Cell Phone Distracted,40-49
25157,Cell Phone Distracted,40-49
25158,Cell Phone Distracted,40-49
25159,Cell Phone Distracted,40-49
25160,Cell Phone Distracted,40-49
25161,Cell Phone Distracted,40-49
25162,Cell Phone Distracted,40-49
25163,Cell Phone Distracted,40-49
25164,Cell Phone Distracted,40-49
25165,Cell Phone Distracted,40-49
25166,Cell Phone Distracted,40-49
25167,Cell Phone Distracted,40-49
25168,Cell Phone Distracted,40-49
25169,Cell Phone Distracted,40-49
25170,Cell Phone Distracted,40-49
25171,Cell Phone Distracted,40-49
25172,Cell Phone Distracted,40-49
25173,Cell Phone Distracted,40-49
25174,Cell Phone Distracted,40-49
25175,Cell Phone Distracted,40-49
25176,Cell Phone Distracted,40-49
25177,Cell Phone Distracted,40-49
25178,Cell Phone Distracted,40-49
25179,Cell Phone Distracted,40-49
25180,Cell Phone Distracted,40-49
25181,Cell Phone Distracted,40-49
25182,Cell Phone Distracted,40-49
25183,Cell Phone Distracted,40-49
25184,Cell Phone Distracted,40-49
25185,Cell Phone Distracted,40-49
25186,Cell Phone Distracted,40-49
25187,Cell Phone Distracted,40-49
25188,Cell Phone Distracted,40-49
25189,Cell Phone Distracted,40-49
25190,Cell Phone Distracted,40-49
25191,Cell Phone Distracted,40-49
25192,Not Distracted,40-49
25193,Not Distracted,40-49
25194,Not Distracted,40-49
25195,Not Distracted,40-49
25196,Not Distracted,40-49
25197,Not Distracted,40-49
25198,Not Distracted,40-49
25199,Not Distracted,40-49
25200,Not Distracted,40-49
25201,Not Distracted,40-49
25202,Not Distracted,40-49
25203,Not Distracted,40-49
25204,Not Distracted,40-49
25205,Not Distracted,40-49
25206,Not Distracted,40-49
25207,Not Distracted,40-49
25208,Not Distracted,40-49
25209,Not Distracted,40-49
25210,Not Distracted,40-49
25211,Not Distracted,40-49
25212,Not Distracted,40-49
25213,Not Distracted,40-49
25214,Not Distracted,40-49
25215,Not Distracted,40-49
25216,Not Distracted,40-49
25217,Not Distracted,40-49
25218,Not Distracted,40-49
25219,Not Distracted,40-49
25220,Not Distracted,40-49
25221,Not Distracted,40-49
25222,Not Distracted,40-49
25223,Not Distracted,40-49
25224,Not Distracted,40-49
25225,Not Distracted,40-49
25226,Not Distracted,40-49
25227,Not Distracted,40-49
25228,Not Distracted,40-49
25229,Not Distracted,40-49
25230,Not Distracted,40-49
25231,Not Distracted,40-49
25232,Not Distracted,40-49
25233,Not Distracted,40-49
25234,Not Distracted,40-49
25235,Not Distracted,40-49
25236,Not Distracted,40-49
25237,Not Distracted,40-49
25238,Not Distracted,40-49
25239,Not Distracted,40-49
25240,Not Distracted,40-49
25241,Not Distracted,40-49
25242,Not Distracted,40-49
25243,Not Distracted,40-49
25244,Not Distracted,40-49
25245,Not Distracted,40-49
25246,Not Distracted,40-49
25247,Not Distracted,40-49
25248,Not Distracted,40-49
25249,Not Distracted,40-49
25250,Not Distracted,40-49
25251,Not Distracted,40-49
25252,Not Distracted,40-49
25253,Not Distracted,40-49
25254,Not Distracted,40-49
25255,Not Distracted,40-49
25256,Not Distracted,40-49
25257,Not Distracted,40-49
25258,Not Distracted,40-49
25259,Not Distracted,40-49
25260,Not Distracted,40-49
25261,Not Distracted,40-49
25262,Not Distracted,40-49
25263,Not Distracted,40-49
25264,Not Distracted,40-49
25265,Not Distracted,40-49
25266,Not Distracted,40-49
25267,Not Distracted,40-49
25268,Not Distracted,40-49
25269,Not Distracted,40-49
25270,Not Distracted,40-49
25271,Not Distracted,40-49
25272,Not Distracted,40-49
25273,Not Distracted,40-49
25274,Not Distracted,40-49
25275,Not Distracted,40-49
25276,Not Distracted,40-49
25277,Not Distracted,40-49
25278,Not Distracted,40-49
25279,Not Distracted,40-49
25280,Not Distracted,40-49
25281,Not Distracted,40-49
25282,Not Distracted,40-49
25283,Not Distracted,40-49
25284,Not Distracted,40-49
25285,Not Distracted,40-49
25286,Not Distracted,40-49
25287,Not Distracted,40-49
25288,Not Distracted,40-49
25289,Not Distracted,40-49
25290,Not Distracted,40-49
25291,Not Distracted,40-49
25292,Not Distracted,40-49
25293,Not Distracted,40-49
25294,Not Distracted,40-49
25295,Not Distracted,40-49
25296,Not Distracted,40-49
25297,Not Distracted,40-49
25298,Not Distracted,40-49
25299,Not Distracted,40-49
25300,Not Distracted,40-49
25301,Not Distracted,40-49
25302,Not Distracted,40-49
25303,Not Distracted,40-49
25304,Not Distracted,40-49
25305,Not Distracted,40-49
25306,Not Distracted,40-49
25307,Not Distracted,40-49
25308,Not Distracted,40-49
25309,Not Distracted,40-49
25310,Not Distracted,40-49
25311,Not Distracted,40-49
25312,Not Distracted,40-49
25313,Not Distracted,40-49
25314,Not Distracted,40-49
25315,Not Distracted,40-49
25316,Not Distracted,40-49
25317,Not Distracted,40-49
25318,Not Distracted,40-49
25319,Not Distracted,40-49
25320,Not Distracted,40-49
25321,Not Distracted,40-49
25322,Not Distracted,40-49
25323,Not Distracted,40-49
25324,Not Distracted,40-49
25325,Not Distracted,40-49
25326,Not Distracted,40-49
25327,Not Distracted,40-49
25328,Not Distracted,40-49
25329,Not Distracted,40-49
25330,Not Distracted,40-49
25331,Not Distracted,40-49
25332,Not Distracted,40-49
25333,Not Distracted,40-49
25334,Not Distracted,40-49
25335,Not Distracted,40-49
25336,Not Distracted,40-49
25337,Not Distracted,40-49
25338,Not Distracted,40-49
25339,Not Distracted,40-49
25340,Not Distracted,40-49
25341,Not Distracted,40-49
25342,Not Distracted,40-49
25343,Not Distracted,40-49
25344,Not Distracted,40-49
25345,Not Distracted,40-49
25346,Not Distracted,40-49
25347,Not Distracted,40-49
25348,Not Distracted,40-49
25349,Not Distracted,40-49
25350,Not Distracted,40-49
25351,Not Distracted,40-49
25352,Not Distracted,40-49
25353,Not Distracted,40-49
25354,Not Distracted,40-49
25355,Not Distracted,40-49
25356,Not Distracted,40-49
25357,Not Distracted,40-49
25358,Not Distracted,40-49
25359,Not Distracted,40-49
25360,Not Distracted,40-49
25361,Not Distracted,40-49
25362,Not Distracted,40-49
25363,Not Distracted,40-49
25364,Not Distracted,40-49
25365,Not Distracted,40-49
25366,Not Distracted,40-49
25367,Not Distracted,40-49
25368,Not Distracted,40-49
25369,Not Distracted,40-49
25370,Not Distracted,40-49
25371,Not Distracted,40-49
25372,Not Distracted,40-49
25373,Not Distracted,40-49
25374,Not Distracted,40-49
25375,Not Distracted,40-49
25376,Not Distracted,40-49
25377,Not Distracted,40-49
25378,Not Distracted,40-49
25379,Not Distracted,40-49
25380,Not Distracted,40-49
25381,Not Distracted,40-49
25382,Not Distracted,40-49
25383,Not Distracted,40-49
25384,Not Distracted,40-49
25385,Not Distracted,40-49
25386,Not Distracted,40-49
25387,Not Distracted,40-49
25388,Not Distracted,40-49
25389,Not Distracted,40-49
25390,Not Distracted,40-49
25391,Not Distracted,40-49
25392,Not Distracted,40-49
25393,Not Distracted,40-49
25394,Not Distracted,40-49
25395,Not Distracted,40-49
25396,Not Distracted,40-49
25397,Not Distracted,40-49
25398,Not Distracted,40-49
25399,Not Distracted,40-49
25400,Not Distracted,40-49
25401,Not Distracted,40-49
25402,Not Distracted,40-49
25403,Not Distracted,40-49
25404,Not Distracted,40-49
25405,Not Distracted,40-49
25406,Not Distracted,40-49
25407,Not Distracted,40-49
25408,Not Distracted,40-49
25409,Not Distracted,40-49
25410,Not Distracted,40-49
25411,Not Distracted,40-49
25412,Not Distracted,40-49
25413,Not Distracted,40-49
25414,Not Distracted,40-49
25415,Not Distracted,40-49
25416,Not Distracted,40-49
25417,Not Distracted,40-49
25418,Not Distracted,40-49
25419,Not Distracted,40-49
25420,Not Distracted,40-49
25421,Not Distracted,40-49
25422,Not Distracted,40-49
25423,Not Distracted,40-49
25424,Not Distracted,40-49
25425,Not Distracted,40-49
25426,Not Distracted,40-49
25427,Not Distracted,40-49
25428,Not Distracted,40-49
25429,Not Distracted,40-49
25430,Not Distracted,40-49
25431,Not Distracted,40-49
25432,Not Distracted,40-49
25433,Not Distracted,40-49
25434,Not Distracted,40-49
25435,Not Distracted,40-49
25436,Not Distracted,40-49
25437,Not Distracted,40-49
25438,Not Distracted,40-49
25439,Not Distracted,40-49
25440,Not Distracted,40-49
25441,Not Distracted,40-49
25442,Not Distracted,40-49
25443,Not Distracted,40-49
25444,Not Distracted,40-49
25445,Not Distracted,40-49
25446,Not Distracted,40-49
25447,Not Distracted,40-49
25448,Not Distracted,40-49
25449,Not Distracted,40-49
25450,Not Distracted,40-49
25451,Not Distracted,40-49
25452,Not Distracted,40-49
25453,Not Distracted,40-49
25454,Not Distracted,40-49
25455,Not Distracted,40-49
25456,Not Distracted,40-49
25457,Not Distracted,40-49
25458,Not Distracted,40-49
25459,Not Distracted,40-49
25460,Not Distracted,40-49
25461,Not Distracted,40-49
25462,Not Distracted,40-49
25463,Not Distracted,40-49
25464,Not Distracted,40-49
25465,Not Distracted,40-49
25466,Not Distracted,40-49
25467,Not Distracted,40-49
25468,Not Distracted,40-49
25469,Not Distracted,40-49
25470,Not Distracted,40-49
25471,Not Distracted,40-49
25472,Not Distracted,40-49
25473,Not Distracted,40-49
25474,Not Distracted,40-49
25475,Not Distracted,40-49
25476,Not Distracted,40-49
25477,Not Distracted,40-49
25478,Not Distracted,40-49
25479,Not Distracted,40-49
25480,Not Distracted,40-49
25481,Not Distracted,40-49
25482,Not Distracted,40-49
25483,Not Distracted,40-49
25484,Not Distracted,40-49
25485,Not Distracted,40-49
25486,Not Distracted,40-49
25487,Not Distracted,40-49
25488,Not Distracted,40-49
25489,Not Distracted,40-49
25490,Not Distracted,40-49
25491,Not Distracted,40-49
25492,Not Distracted,40-49
25493,Not Distracted,40-49
25494,Not Distracted,40-49
25495,Not Distracted,40-49
25496,Not Distracted,40-49
25497,Not Distracted,40-49
25498,Not Distracted,40-49
25499,Not Distracted,40-49
25500,Not Distracted,40-49
25501,Not Distracted,40-49
25502,Not Distracted,40-49
25503,Not Distracted,40-49
25504,Not Distracted,40-49
25505,Not Distracted,40-49
25506,Not Distracted,40-49
25507,Not Distracted,40-49
25508,Not Distracted,40-49
25509,Not Distracted,40-49
25510,Not Distracted,40-49
25511,Not Distracted,40-49
25512,Not Distracted,40-49
25513,Not Distracted,40-49
25514,Not Distracted,40-49
25515,Not Distracted,40-49
25516,Not Distracted,40-49
25517,Not Distracted,40-49
25518,Not Distracted,40-49
25519,Not Distracted,40-49
25520,Not Distracted,40-49
25521,Not Distracted,40-49
25522,Not Distracted,40-49
25523,Not Distracted,40-49
25524,Not Distracted,40-49
25525,Not Distracted,40-49
25526,Not Distracted,40-49
25527,Not Distracted,40-49
25528,Not Distracted,40-49
25529,Not Distracted,40-49
25530,Not Distracted,40-49
25531,Not Distracted,40-49
25532,Not Distracted,40-49
25533,Not Distracted,40-49
25534,Not Distracted,40-49
25535,Not Distracted,40-49
25536,Not Distracted,40-49
25537,Not Distracted,40-49
25538,Not Distracted,40-49
25539,Not Distracted,40-49
25540,Not Distracted,40-49
25541,Not Distracted,40-49
25542,Not Distracted,40-49
25543,Not Distracted,40-49
25544,Not Distracted,40-49
25545,Not Distracted,40-49
25546,Not Distracted,40-49
25547,Not Distracted,40-49
25548,Not Distracted,40-49
25549,Not Distracted,40-49
25550,Not Distracted,40-49
25551,Not Distracted,40-49
25552,Not Distracted,40-49
25553,Not Distracted,40-49
25554,Not Distracted,40-49
25555,Not Distracted,40-49
25556,Not Distracted,40-49
25557,Not Distracted,40-49
25558,Not Distracted,40-49
25559,Not Distracted,40-49
25560,Not Distracted,40-49
25561,Not Distracted,40-49
25562,Not Distracted,40-49
25563,Not Distracted,40-49
25564,Not Distracted,40-49
25565,Not Distracted,40-49
25566,Not Distracted,40-49
25567,Not Distracted,40-49
25568,Not Distracted,40-49
25569,Not Distracted,40-49
25570,Not Distracted,40-49
25571,Not Distracted,40-49
25572,Not Distracted,40-49
25573,Not Distracted,40-49
25574,Not Distracted,40-49
25575,Not Distracted,40-49
25576,Not Distracted,40-49
25577,Not Distracted,40-49
25578,Not Distracted,40-49
25579,Not Distracted,40-49
25580,Not Distracted,40-49
25581,Not Distracted,40-49
25582,Not Distracted,40-49
25583,Not Distracted,40-49
25584,Not Distracted,40-49
25585,Not Distracted,40-49
25586,Not Distracted,40-49
25587,Not Distracted,40-49
25588,Not Distracted,40-49
25589,Not Distracted,40-49
25590,Not Distracted,40-49
25591,Not Distracted,40-49
25592,Not Distracted,40-49
25593,Not Distracted,40-49
25594,Not Distracted,40-49
25595,Not Distracted,40-49
25596,Not Distracted,40-49
25597,Not Distracted,40-49
25598,Not Distracted,40-49
25599,Not Distracted,40-49
25600,Not Distracted,40-49
25601,Not Distracted,40-49
25602,Not Distracted,40-49
25603,Not Distracted,40-49
25604,Not Distracted,40-49
25605,Not Distracted,40-49
25606,Not Distracted,40-49
25607,Not Distracted,40-49
