"Temperature","Fuel_Price","CPI","Unemployment","Weekly_Sales"
58.42,3.9,138.11,4.12,1197123
66.43,3.85,138.11,4.12,1287220
66.22,3.8,138.11,4.12,990936
56.82,3.75,138.12,4.12,1051902
64.73,3.68,138.13,4.12,1327183
71.82,3.63,138.16,4.12,1684914
64.23,3.58,138.2,4.12,2044515
70.86,3.54,138.23,4.16,684656
69.19,3.56,138.26,4.16,1680102
71.13,3.61,138.23,4.16,1413479
69.31,3.7,138.2,4.16,1123433
71.51,3.7,138.17,4.16,1803535
71.12,3.77,138.14,4.16,1922047
69.97,3.84,138.19,4.16,965377
64.63,3.87,138.28,4.16,1089055
68.34,3.88,138.38,4.16,1407248
66.74,3.92,138.47,4.16,990462
61.37,3.99,138.57,4.16,1542438
56.8,4.06,138.65,4.16,2066949
53.71,4.02,138.74,4.16,896229
56.65,4.03,138.83,4.14,-474670
48.1,4.03,138.91,4.14,1325377
47.89,4,138.83,4.14,-19676
50.56,3.92,138.73,4.14,321555
22.43,2.95,131.53,8.33,1507240
25.94,2.94,131.59,8.33,1049364
31.05,2.91,131.64,8.33,1650486
33.98,2.91,131.69,8.33,1690532
36.73,2.92,131.74,8.33,1167421
42.31,2.94,131.78,8.33,636189
46.09,2.96,131.82,8.33,913588
48.87,2.96,131.86,8.33,841108
45.22,2.96,131.9,8.21,375038
62.06,2.99,131.94,8.21,849460
51.08,3.01,131.98,8.21,1214632
51.07,3.02,132.02,8.21,2061722
51.48,3.04,132.06,8.21,738635
66.65,3.1,132.11,8.21,1146783
51.31,3.11,132.15,8.21,476315
60.44,3.1,132.22,8.21,227998
69.59,3.05,132.29,8.21,347059
71.99,3.01,132.36,8.21,1600517
64.84,2.97,132.44,8.21,1491776
67.17,2.94,132.47,8.21,947872
74.9,2.96,132.5,8.21,1010528
71.12,2.96,132.52,8.12,1459657
79.05,2.94,132.55,8.12,2610614
76.56,2.93,132.57,8.12,589894
75.27,2.92,132.58,8.12,1151479
75.91,2.93,132.6,8.12,840167
74.54,2.94,132.61,8.12,848086
74.17,2.92,132.63,8.12,1039604
72.17,2.91,132.66,8.12,980212
67,2.88,132.69,8.12,1095136
73.52,2.86,132.72,8.12,1385679
67.11,2.84,132.76,8.12,1011566
60.31,2.85,132.77,8.12,1264159
64.3,2.84,132.76,8.12,565418
66.88,2.84,132.76,8.28,1150870
54.82,2.9,132.75,8.28,676049
52.83,3,132.76,8.28,392276
48.69,3.05,132.82,8.28,-1628
57.29,3.06,132.87,8.28,1234342
42.2,3.05,132.92,8.28,2336903
41.76,3.06,132.98,8.28,1931813
45.63,3.14,132.92,8.28,1475353
41.92,3.19,132.84,8.28,1221173
37.08,3.2,132.76,8.28,493749
27.11,3.26,132.68,8.28,976580
27.99,3.3,132.68,8.28,592029
27.74,3.31,132.75,8.28,872417
25.9,3.34,132.82,8.28,1498916
30.72,3.35,132.88,8.25,590992
22.41,3.37,132.95,8.25,638645
23.69,3.39,133.03,8.25,1643830
17.91,3.4,133.11,8.25,1141290
23.83,3.4,133.18,8.25,913545
26.51,3.42,133.26,8.25,530087
34.04,3.42,133.37,8.25,1152426
26.09,3.45,133.49,8.25,1189963
31.36,3.6,133.61,8.25,1048819
39.51,3.75,133.74,8.25,899514
43.39,3.8,133.85,8.25,52346
36.88,3.79,133.96,8.25,124037
35.73,3.81,134.07,8.21,1327109
44.7,3.9,134.18,8.21,955250
52.36,3.98,134.28,8.21,1399407
46,4.06,134.36,8.21,1781930
60.48,4.12,134.44,8.21,528261
55.75,4.19,134.51,8.21,983968
58.49,4.21,134.59,8.21,871332
59.84,4.2,134.68,8.21,980219
65.74,4.13,134.77,8.21,694816
73.12,4.07,134.86,8.21,1639031
70.02,4.03,134.94,8.21,1998383
64.34,3.99,135.08,8.21,1388496
68.88,3.96,135.27,8.21,1062304
70.27,3.92,135.45,8.36,1141911
72.56,3.89,135.63,8.36,1511895
74.43,3.92,135.78,8.36,1468701
79.29,3.97,135.87,8.36,594364
74.84,4,135.96,8.36,1575139
74.64,4.02,136.05,8.36,1182917
72.52,4,136.14,8.36,541888
69.93,3.94,136.18,8.36,1799531
69.94,3.91,136.21,8.36,370789
68.14,3.88,136.24,8.36,1643368
68.32,3.93,136.27,8.36,1257035
65.56,3.94,136.31,8.36,401572
60.61,3.9,136.37,8.36,892570
68,3.86,136.42,8.36,1008592
53.87,3.78,136.47,8.45,2006687
60.21,3.74,136.52,8.45,367660
56.6,3.76,136.5,8.45,1523964
48,3.76,136.49,8.45,1508608
39.87,3.74,136.48,8.45,804321
46.78,3.72,136.46,8.45,1154652
48.17,3.72,136.47,8.45,1364561
41.83,3.69,136.48,8.45,1114769
47.21,3.67,136.49,8.45,916142
42.3,3.63,136.5,8.45,1201967
36,3.61,136.53,8.45,1313282
36.93,3.59,136.59,8.45,2042200
33.45,3.57,136.64,8.45,541856
32.86,3.58,136.7,8.66,1162583
36.5,3.67,136.75,8.66,1151836
25.73,3.7,136.86,8.66,1915442
31.92,3.74,136.96,8.66,897276
38.61,3.8,137.06,8.66,580332
33.82,3.83,137.17,8.66,2108326
33.92,3.87,137.26,8.66,1399178
37.35,3.92,137.34,8.66,1394609
35.36,3.98,137.42,8.66,2127595
41.5,4.02,137.51,8.66,1148692
48.68,4.02,137.58,8.66,1479902
59.51,4.05,137.66,8.66,976914
47.28,4.1,137.73,8.66,708473
45.25,4.14,137.8,8.98,801175
48.65,4.19,137.87,8.98,122812
61.05,4.17,137.92,8.98,1387416
49.26,4.16,137.98,8.98,562656
52.14,4.12,138.03,8.98,-148551
58.7,4.06,138.09,8.98,624750
63.1,4.03,138.11,8.98,1199708
65.79,3.98,138.11,8.98,180511
71.79,3.92,138.11,8.98,893695
59.93,3.87,138.12,8.98,1061809
68.28,3.79,138.13,8.98,1229067
72.29,3.72,138.16,8.98,1291068
70.4,3.67,138.2,8.98,809200
77.18,3.65,138.23,8.95,957904
75.36,3.69,138.26,8.95,1827834
76.42,3.73,138.23,8.95,808636
73.62,3.82,138.2,8.95,1490816
73.26,3.82,138.17,8.95,1245067
75.53,3.86,138.14,8.95,1074968
72.87,3.96,138.19,8.95,1329178
68.13,4,138.28,8.95,289200
71.18,4.03,138.38,8.95,1515049
72.81,4.08,138.47,8.95,1377063
64.28,4.09,138.57,8.95,1998245
61.25,4.2,138.65,8.95,93758
58.86,4.16,138.74,8.95,1238462
60.35,4.15,138.83,8.69,860317
51.64,4.19,138.91,8.69,872620
52.59,4.15,138.83,8.69,942305
55.16,4.07,138.73,8.69,298885
21.1,2.78,204.25,8.19,1896324
19.64,2.77,204.39,8.19,1233043
24.16,2.74,204.43,8.19,560447
29.16,2.75,204.46,8.19,842923
29.45,2.78,204.49,8.19,597940
40.05,2.82,204.53,8.19,680765
45,2.84,204.38,8.19,323810
45.84,2.85,204.2,8.19,971334
47.2,2.85,204.03,7.86,1337899
61.36,2.87,203.85,7.86,962577
52.16,2.9,203.73,7.86,1381195
46.12,2.9,203.69,7.86,807110
50.97,2.92,203.65,7.86,561043
63.67,2.97,203.61,7.86,1578895
50.27,2.98,203.61,7.86,1456737
57.17,2.96,203.88,7.86,1060672
69.31,2.9,204.14,7.86,-26391
69.22,2.85,204.4,7.86,364869
63.68,2.81,204.67,7.86,504468
69.56,2.78,204.67,7.86,936556
72.17,2.81,204.57,7.86,614123
66.42,2.82,204.47,7.53,426795
75.24,2.79,204.36,7.53,778181
73.43,2.78,204.36,7.53,1040833
75.37,2.77,204.48,7.53,610105
71.99,2.78,204.61,7.53,692673
71.79,2.78,204.73,7.53,-9814
72.73,2.81,204.85,7.53,1244700
71.81,2.78,204.82,7.53,330345
67.15,2.76,204.79,7.53,959619
71.17,2.71,204.76,7.53,-503023
61.14,2.7,204.73,7.53,-67151
60.13,2.71,204.75,7.53,-773
65.06,2.71,204.82,7.53,1864412
57.56,2.71,204.89,7.48,1062356
48.46,2.76,204.95,7.48,495761
54.09,2.87,205.01,7.48,525672
46.73,2.92,205.06,7.48,974208
55.72,2.92,205.11,7.48,620294
38.8,2.92,205.16,7.48,1133113
40.68,2.93,205.21,7.48,999477
42.72,3,205.1,7.48,905887
43.43,3.04,204.96,7.48,943827
32.41,3.05,204.82,7.48,1094933
22.65,3.11,204.69,7.48,1633982
21.6,3.14,204.63,7.48,1230043
22.94,3.14,204.64,7.48,170238
25.89,3.18,204.64,7.48,1908700
29,3.19,204.65,7.34,1229363
18.3,3.2,204.7,7.34,754041
23.21,3.23,205.05,7.34,1613498
18.92,3.24,205.39,7.34,33981
23.94,3.23,205.73,7.34,437528
21.18,3.24,206.08,7.34,787754
38.42,3.24,206.37,7.34,1608213
28.36,3.27,206.64,7.34,990002
31.59,3.43,206.92,7.34,1727203
36.73,3.58,207.19,7.34,1979874
40.94,3.63,207.43,7.34,2724507
38.51,3.62,207.66,7.34,893255
28.5,3.64,207.88,7.29,1303528
42.11,3.72,208.11,7.29,2333813
51.43,3.82,208.32,7.29,287754
45.87,3.89,208.48,7.29,1061416
58.43,3.96,208.64,7.29,3134678
49.5,4.05,208.8,7.29,-78133
60.1,4.07,208.96,7.29,1447189
56.56,4.06,208.76,7.29,1592790
67.18,3.98,208.56,7.29,198267
70.69,3.92,208.36,7.29,62204
71.45,3.88,208.15,7.29,658725
63.58,3.84,208.13,7.29,1442478
70.71,3.8,208.23,7.29,1348619
66.61,3.75,208.33,7.27,457229
71.64,3.71,208.44,7.27,946358
72.67,3.76,208.53,7.27,404554
78.1,3.81,208.59,7.27,549013
74.72,3.83,208.66,7.27,1811984
74,3.84,208.72,7.27,816548
70.93,3.81,208.78,7.27,859118
68.09,3.75,208.84,7.27,867872
66.8,3.7,208.9,7.27,1111846
67.2,3.7,208.96,7.27,1087284
67.51,3.74,209.02,7.27,1793091
62.05,3.74,209.19,7.27,566094
60.28,3.71,209.5,7.27,1934342
60.7,3.64,209.81,7.27,-129447
50.82,3.58,210.12,7.08,1434787
58.95,3.54,210.4,7.08,981731
50.22,3.57,210.55,7.08,1224562
46.28,3.57,210.69,7.08,833784
40.88,3.55,210.84,7.08,1656790
44.81,3.53,210.98,7.08,1040532
46.41,3.53,211.18,7.08,830595
43.49,3.49,211.41,7.08,1532612
42.85,3.45,211.64,7.08,112673
38.69,3.42,211.87,7.08,1650811
33.09,3.41,212.07,7.08,2323246
36.56,3.39,212.24,7.08,1052852
32.42,3.39,212.4,7.08,1312800
30.23,3.42,212.57,6.96,537824
34.6,3.51,212.74,6.96,879845
23.87,3.53,212.83,6.96,682697
32.24,3.57,212.93,6.96,1629614
34.98,3.62,213.02,6.96,1744874
32.47,3.64,213.12,6.96,1136939
32.23,3.69,213.27,6.96,1167263
35.51,3.74,213.47,6.96,768150
36.01,3.82,213.67,6.96,793145
37.44,3.85,213.87,6.96,1507791
50.64,3.86,214.02,6.96,1346175
62.7,3.9,214.09,6.96,1962373
47.92,3.95,214.16,6.96,512559
44.73,4,214.24,7.14,859672
42.46,4.04,214.31,7.14,1372660
57.1,4.03,214.37,7.14,1065501
44.2,4,214.42,7.14,1153938
58.76,3.95,214.48,7.14,640507
59.21,3.89,214.53,7.14,1166791
58.21,3.85,214.55,7.14,1120215
67.69,3.8,214.55,7.14,-222048
69.54,3.74,214.55,7.14,1279383
58.48,3.69,214.55,7.14,1547581
68.34,3.62,214.57,7.14,1517389
73.52,3.56,214.61,7.14,741806
69.84,3.51,214.65,7.14,497434
75.52,3.48,214.69,7.28,1764759
73.87,3.52,214.73,7.28,708622
74.32,3.57,214.73,7.28,909645
72.98,3.65,214.74,7.28,1004061
72.08,3.65,214.74,7.28,517741
71.93,3.72,214.75,7.28,1865074
66.99,3.81,214.83,7.28,756322
64.53,3.83,214.96,7.28,1374274
68.55,3.87,215.09,7.28,262109
72.79,3.91,215.22,7.28,1193811
60.9,3.95,215.36,7.28,1451266
57.6,4.04,215.55,7.28,663269
54.52,4,215.74,7.28,1676252
57.58,3.98,215.93,7.29,298434
43.74,4,216.12,7.29,1588275
51.93,3.97,216.15,7.29,1440994
56.69,3.88,216.15,7.29,1102515
9.55,2.79,131.53,8.49,1757887
18.14,2.77,131.59,8.49,1282988
22.62,2.75,131.64,8.49,793387
27.32,2.75,131.69,8.49,2318829
28.6,2.77,131.74,8.49,687920
31.1,2.81,131.78,8.49,1043153
35.34,2.83,131.82,8.49,1250830
35.26,2.83,131.86,8.49,1120028
36.53,2.83,131.9,8.51,1292266
50.13,2.85,131.94,8.51,1117660
36.6,2.88,131.98,8.51,1540826
39.68,2.9,132.02,8.51,905646
40.56,2.94,132.06,8.51,1755514
54.72,2.98,132.11,8.51,187846
39.08,2.98,132.15,8.51,951501
50.81,2.96,132.22,8.51,1091842
61.65,2.91,132.29,8.51,691854
58.46,2.86,132.36,8.51,642207
51.62,2.83,132.44,8.51,515926
53.62,2.81,132.47,8.51,219144
63.78,2.81,132.5,8.51,1217932
58.9,2.82,132.52,8.45,1005650
71.08,2.81,132.55,8.45,1043222
67.66,2.8,132.57,8.45,1799866
65.4,2.78,132.58,8.45,1298934
63.79,2.79,132.6,8.45,1945634
62.93,2.79,132.61,8.45,340401
61.58,2.81,132.63,8.45,1204172
62.68,2.8,132.66,8.45,1658163
57.23,2.77,132.69,8.45,855987
66.93,2.73,132.72,8.45,327847
54.82,2.72,132.76,8.45,1938745
50.08,2.72,132.77,8.45,1265579
52.47,2.72,132.76,8.45,524248
57.8,2.72,132.76,8.15,384897
46.81,2.78,132.75,8.15,365853
39.93,2.88,132.76,8.15,1025977
36.13,2.92,132.82,8.15,1812741
40.3,2.94,132.87,8.15,881097
30.51,2.94,132.92,8.15,793242
37.51,2.96,132.98,8.15,1394846
36.73,3.03,132.92,8.15,450865
28.11,3.07,132.84,8.15,765019
27.73,3.06,132.76,8.15,501125
16.6,3.13,132.68,8.15,1033892
20.61,3.14,132.68,8.15,1050184
21.81,3.15,132.75,8.15,1183913
18.73,3.18,132.82,8.15,2101778
21.13,3.19,132.88,7.91,723873
16.7,3.21,132.95,7.91,1559950
12.98,3.23,133.03,7.91,1841848
5.54,3.24,133.11,7.91,976636
11.17,3.24,133.18,7.91,1065651
15.12,3.26,133.26,7.91,2097940
19.63,3.26,133.37,7.91,-228510
16.3,3.28,133.49,7.91,741374
14.31,3.44,133.61,7.91,1741160
28.13,3.6,133.74,7.91,1610503
31.76,3.63,133.85,7.91,1845906
22.99,3.62,133.96,7.91,-277066
22.99,3.64,134.07,7.82,831548
29.09,3.72,134.18,7.82,1354838
39.46,3.82,134.28,7.82,953498
33.81,3.92,134.36,7.82,-64653
47.17,3.99,134.44,7.82,1567698
45,4.08,134.51,7.82,645567
48.2,4.1,134.59,7.82,1343183
48.86,4.1,134.68,7.82,993862
56.74,4.03,134.77,7.82,859983
60.49,3.97,134.86,7.82,1819746
59.85,3.92,134.94,7.82,1660766
54.5,3.87,135.08,7.82,603199
56.94,3.85,135.27,7.82,907203
59.89,3.82,135.45,7.77,454001
63.34,3.78,135.63,7.77,548000
64.43,3.83,135.78,7.77,704801
69.52,3.88,135.87,7.77,1152703
63.32,3.9,135.96,7.77,58912
63.16,3.9,136.05,7.77,1387437
62.99,3.88,136.14,7.77,1572577
60.58,3.82,136.18,7.77,1448668
61.1,3.8,136.21,7.77,2010191
59.67,3.78,136.24,7.77,1363127
60.98,3.81,136.27,7.77,1614787
55.19,3.81,136.31,7.77,795393
50.72,3.76,136.37,7.77,434389
59.42,3.68,136.42,7.77,1092597
46.84,3.63,136.47,7.6,1599865
53.91,3.58,136.52,7.6,350095
45.23,3.62,136.5,7.6,2040622
35.06,3.6,136.49,7.6,1453444
31.7,3.59,136.48,7.6,903982
40.08,3.57,136.46,7.6,1237915
37.78,3.57,136.47,7.6,-316696
31.07,3.54,136.48,7.6,1212284
36.74,3.5,136.49,7.6,1805647
34.24,3.47,136.5,7.6,1280044
28.24,3.44,136.53,7.6,922771
22.53,3.41,136.59,7.6,582095
18.8,3.4,136.64,7.6,1660837
22.94,3.44,136.7,7.47,1026027
25.55,3.52,136.75,7.47,-188998
15.22,3.54,136.86,7.47,958933
24.16,3.57,136.96,7.47,2030283
25.24,3.63,137.06,7.47,594903
23.89,3.65,137.17,7.47,865133
23.9,3.7,137.26,7.47,388910
28.06,3.75,137.34,7.47,1252255
22.49,3.83,137.42,7.47,1391298
29.03,3.88,137.51,7.47,2568780
35.06,3.87,137.58,7.47,1479927
49.97,3.89,137.66,7.47,1564761
33.33,3.92,137.73,7.47,1399913
33.35,3.96,137.8,7.49,1379478
36.9,4.03,137.87,7.49,855514
50.81,4.05,137.92,7.49,755294
43.6,4.02,137.98,7.49,768064
40.29,3.99,138.03,7.49,930666
47.11,3.95,138.09,7.49,1081272
52.55,3.9,138.11,7.49,701960
58.2,3.85,138.11,7.49,1563103
58.51,3.8,138.11,7.49,1079600
49.43,3.75,138.12,7.49,1122576
57.84,3.68,138.13,7.49,1171637
63.04,3.63,138.16,7.49,1054853
60.71,3.58,138.2,7.49,358822
64.94,3.54,138.23,7.4,1640111
64.47,3.56,138.26,7.4,1225741
66.75,3.61,138.23,7.4,1438840
64.12,3.7,138.2,7.4,1889759
65.6,3.7,138.17,7.4,1512022
67.01,3.77,138.14,7.4,1342402
65.54,3.84,138.19,7.4,354102
62.08,3.87,138.28,7.4,1161479
63.69,3.88,138.38,7.4,1047533
61.58,3.92,138.47,7.4,681707
57.69,3.99,138.57,7.4,682115
52.68,4.06,138.65,7.4,1501982
50.66,4.02,138.74,7.4,1262148
54.07,4.03,138.83,7.14,1137207
45.19,4.03,138.91,7.14,990652
43.51,4,138.83,7.14,316352
46.95,3.92,138.73,7.14,915725
27.19,2.95,135.35,8.24,811997
29.81,2.94,135.41,8.24,1502634
32.44,2.91,135.47,8.24,1828867
36,2.91,135.52,8.24,792362
38.07,2.92,135.57,8.24,-421043
45.98,2.94,135.63,8.24,965972
49.04,2.96,135.67,8.24,2765227
52.34,2.96,135.71,8.24,744004
46.9,2.96,135.75,8.06,1352278
62.62,2.99,135.79,8.06,1686310
54.95,3.01,135.83,8.06,895743
53.91,3.02,135.87,8.06,817983
53.55,3.04,135.92,8.06,582848
69.02,3.1,135.96,8.06,689102
53.82,3.11,136.01,8.06,1350679
63.31,3.1,136.08,8.06,1038293
67.88,3.05,136.15,8.06,1275896
74.29,3.01,136.22,8.06,1180450
68.9,2.97,136.29,8.06,1589719
70,2.94,136.32,8.06,1767606
78.02,2.96,136.35,8.06,1730197
76.25,2.96,136.37,7.98,1384575
82.69,2.94,136.4,7.98,1251393
78.26,2.93,136.42,7.98,1550508
81.56,2.92,136.44,7.98,1876230
79.78,2.93,136.46,7.98,844902
77.45,2.94,136.47,7.98,801089
77.36,2.92,136.49,7.98,1200313
75.16,2.91,136.52,7.98,1080423
70.31,2.88,136.56,7.98,499247
78.52,2.86,136.59,7.98,1270222
70.38,2.84,136.62,7.98,1242332
64.5,2.85,136.63,7.98,1560214
67.08,2.84,136.63,7.98,719779
70.19,2.84,136.63,8.02,771167
57.78,2.9,136.63,8.02,1771427
58.38,3,136.64,8.02,1048594
52.82,3.05,136.69,8.02,626176
61.02,3.06,136.74,8.02,695010
45.91,3.05,136.79,8.02,592928
45.9,3.06,136.83,8.02,1493862
50.81,3.14,136.77,8.02,1543887
46.67,3.19,136.69,8.02,988671
41.81,3.2,136.61,8.02,731551
30.83,3.26,136.53,8.02,1246201
31.62,3.3,136.53,8.02,901508
31.34,3.31,136.6,8.02,336499
29.59,3.34,136.67,8.02,1118301
34.42,3.35,136.73,7.83,599963
25.7,3.37,136.8,7.83,1136457
30.13,3.39,136.89,7.83,2054937
23.64,3.4,136.97,7.83,2395304
28.7,3.4,137.05,7.83,1475372
30.45,3.42,137.14,7.83,389776
39.32,3.42,137.25,7.83,1322298
33.05,3.45,137.38,7.83,1572863
36.99,3.6,137.5,7.83,1631683
43.64,3.75,137.63,7.83,771702
46.65,3.8,137.74,7.83,1044913
40.11,3.79,137.85,7.83,530131
37.27,3.81,137.96,7.72,-3755
46.87,3.9,138.06,7.72,1737058
52.24,3.98,138.16,7.72,674425
50.02,4.06,138.25,7.72,366995
61.71,4.12,138.33,7.72,566196
56.48,4.19,138.41,7.72,1354180
60.07,4.21,138.5,7.72,284658
60.22,4.2,138.59,7.72,1530098
66.43,4.13,138.68,7.72,2006332
74.17,4.07,138.77,7.72,1915088
73.26,4.03,138.86,7.72,839673
67.03,3.99,139,7.72,987308
72.02,3.96,139.18,7.72,888773
73.76,3.92,139.36,7.85,2047470
76.87,3.89,139.54,7.85,1310611
77.83,3.92,139.7,7.85,346379
82.28,3.97,139.8,7.85,252808
79.41,4,139.89,7.85,899856
78.14,4.02,139.99,7.85,1065277
76.67,4,140.09,7.85,518643
72.97,3.94,140.13,7.85,1786614
72.88,3.91,140.16,7.85,2168427
71.44,3.88,140.2,7.85,482799
70.93,3.93,140.23,7.85,1533515
69.65,3.94,140.27,7.85,337955
63.61,3.9,140.33,7.85,974223
70.92,3.86,140.38,7.85,1006827
56.91,3.78,140.43,7.91,528146
64.78,3.74,140.48,7.91,-489600
59.62,3.76,140.46,7.91,577953
51.81,3.76,140.44,7.91,381349
44.46,3.74,140.43,7.91,1569077
49.69,3.72,140.41,7.91,161589
51.42,3.72,140.41,7.91,1068489
47.88,3.69,140.42,7.91,1316157
50.55,3.67,140.43,7.91,2070794
46.28,3.63,140.44,7.91,1491324
40.68,3.61,140.47,7.91,1243752
41.59,3.59,140.53,7.91,892348
37.85,3.57,140.59,7.91,1369970
35.8,3.58,140.65,8.01,1470584
41.3,3.67,140.7,8.01,1399683
30.35,3.7,140.81,8.01,1496482
36.96,3.74,140.91,8.01,1114836
42.52,3.8,141.02,8.01,1466014
37.86,3.83,141.12,8.01,1480867
37.24,3.87,141.21,8.01,2288256
41.74,3.92,141.3,8.01,1431383
40.07,3.98,141.39,8.01,1625840
44.32,4.02,141.47,8.01,894288
49.6,4.02,141.55,8.01,1068029
57.3,4.05,141.63,8.01,426890
49.4,4.1,141.7,8.01,1340262
48.73,4.14,141.77,8.25,-284679
52.22,4.19,141.84,8.25,1261721
62.62,4.17,141.9,8.25,851118
52.33,4.16,141.96,8.25,1044134
53.68,4.12,142.02,8.25,1097598
58.97,4.06,142.08,8.25,1235141
65.15,4.03,142.1,8.25,484889
64.77,3.98,142.1,8.25,2121107
73.4,3.92,142.11,8.25,913453
64.05,3.87,142.12,8.25,848734
69.52,3.79,142.13,8.25,1577477
73.23,3.72,142.16,8.25,1056667
73.94,3.67,142.19,8.25,1218903
82.08,3.65,142.22,8.24,1715193
78.95,3.69,142.25,8.24,1666125
78.64,3.73,142.23,8.24,1171118
76.01,3.82,142.21,8.24,1367273
75.22,3.82,142.19,8.24,1552388
78.44,3.86,142.17,8.24,429478
76.51,3.96,142.22,8.24,1086686
72.93,4,142.31,8.24,549632
75,4.03,142.41,8.24,854571
76,4.08,142.5,8.24,1131704
68.72,4.09,142.59,8.24,841012
66.1,4.2,142.68,8.24,1895414
64.92,4.16,142.77,8.24,912445
64.5,4.15,142.85,8,815322
55.4,4.19,142.94,8,918538
56.53,4.15,142.86,8,322773
58.99,4.07,142.76,8,137185
49.47,2.96,126.44,13.97,726912
47.87,2.95,126.5,13.97,518251
54.83,2.92,126.53,13.97,611756
50.23,2.83,126.55,13.97,1542348
53.77,2.99,126.58,13.97,116850
50.11,2.92,126.6,13.97,635725
59.57,3.05,126.61,13.97,185202
60.06,3.08,126.61,13.97,1408342
59.84,3.09,126.6,14.1,1589528
59.25,3.09,126.6,14.1,1181559
64.95,3.11,126.56,14.1,927552
64.55,3.05,126.47,14.1,552348
67.38,3.1,126.38,14.1,865491
70.15,3.13,126.29,14.1,-47892
68.44,3.14,126.21,14.1,927083
76.2,3.12,126.18,14.1,1450680
67.84,3.06,126.16,14.1,-44652
81.39,2.94,126.14,14.1,64130
90.84,2.95,126.11,14.1,1010570
81.06,3.04,126.11,14.1,656366
87.27,3.08,126.13,14.1,1272310
91.98,3.1,126.14,14.18,758152
90.37,3.1,126.15,14.18,-330602
97.18,3.09,126.15,14.18,585230
99.22,3.11,126.13,14.18,139872
96.31,3.02,126.11,14.18,1136148
92.95,3.12,126.09,14.18,1822147
87.01,3.16,126.06,14.18,1313184
92.81,3.04,126.08,14.18,841344
93.19,3.13,126.09,14.18,790531
83.12,3.09,126.1,14.18,-122522
83.63,3.04,126.11,14.18,1695123
82.45,3.03,126.15,14.18,670214
81.77,2.94,126.19,14.18,184998
85.2,3,126.23,14.31,763035
71.82,3.01,126.28,14.31,582896
75,2.98,126.33,14.31,319322
68.85,3.01,126.38,14.31,646212
61.09,3.02,126.44,14.31,1596601
65.49,3.13,126.49,14.31,541367
57.79,3.13,126.55,14.31,1764653
58.18,3.16,126.61,14.31,604070
47.66,3.16,126.67,14.31,1705724
43.33,3.04,126.73,14.31,1253595
50.01,3.2,126.79,14.31,1659986
52.77,3.24,126.88,14.31,652162
52.02,3.24,126.98,14.31,762795
45.64,3.15,127.09,14.31,804796
37.64,3.29,127.19,14.02,946767
43.15,3.31,127.3,14.02,97445
53.53,3.22,127.44,14.02,536540
50.74,3.34,127.58,14.02,1645090
45.14,3.35,127.72,14.02,-360108
51.3,3.38,127.86,14.02,975243
53.35,3.43,128,14.02,-345393
48.45,3.53,128.13,14.02,699657
51.72,3.67,128.26,14.02,-808416
57.75,3.82,128.4,14.02,2330062
64.21,3.69,128.51,14.02,1964547
54.4,3.91,128.62,14.02,801246
63.63,3.77,128.72,13.74,-19854
64.47,4,128.82,13.74,1261793
57.63,3.87,128.91,13.74,-251772
72.12,4.13,128.96,13.74,370043
68.27,4.15,129,13.74,1053604
68.4,4.19,129.04,13.74,-90699
70.93,4.2,129.09,13.74,1694131
66.59,4.17,129.08,13.74,780025
76.67,4.09,129.06,13.74,-383361
71.81,4.03,129.05,13.74,1026232
78.72,3.98,129.04,13.74,778690
86.84,3.94,129.04,13.74,405373
88.95,3.9,129.07,13.74,449343
89.85,3.84,129.09,13.5,-170315
89.9,3.7,129.11,13.5,1488820
88.1,3.69,129.13,13.5,339063
91.17,3.79,129.15,13.5,710419
93.29,3.81,129.17,13.5,370796
90.61,3.8,129.18,13.5,1347312
91.04,3.7,129.2,13.5,982563
91.74,3.74,129.24,13.5,695511
94.61,3.74,129.28,13.5,386247
93.66,3.8,129.33,13.5,917597
88,3.91,129.37,13.5,-43923
76.36,3.92,129.43,13.5,20375
82.95,3.79,129.52,13.5,1410302
83.26,3.88,129.61,13.5,1755080
70.44,3.83,129.69,12.89,1115113
67.31,3.81,129.77,12.89,964898
73.05,3.84,129.78,12.89,345295
67.41,3.73,129.79,12.89,849783
59.77,3.83,129.81,12.89,1184496
48.76,3.82,129.82,12.89,1087309
54.2,3.81,129.83,12.89,546667
53.25,3.62,129.84,12.89,715005
52.5,3.7,129.85,12.89,1471566
42.17,3.64,129.86,12.89,875123
43.29,3.6,129.9,12.89,888812
45.4,3.54,129.98,12.89,993362
44.64,3.43,130.07,12.89,794532
50.43,3.6,130.16,12.19,324081
48.07,3.66,130.24,12.19,1219588
46.2,3.66,130.28,12.19,552117
50.43,3.67,130.31,12.19,925705
50.58,3.7,130.35,12.19,778245
52.27,3.72,130.38,12.19,163551
51.8,3.78,130.45,12.19,1081718
53.13,3.95,130.55,12.19,1016182
52.27,4.18,130.65,12.19,1251901
54.54,4.25,130.74,12.19,327629
64.44,4.27,130.83,12.19,1615758
56.26,4.04,130.9,12.19,966979
64.36,4.29,130.97,12.19,1359634
64.05,4.12,131.04,11.63,1452721
64.28,4.25,131.11,11.63,347642
66.73,4.22,131.12,11.63,1289805
77.99,4.19,131.13,11.63,304780
76.03,4.17,131.14,11.63,882225
77.27,4.19,131.15,11.63,968692
84.51,4.11,131.1,11.63,925459
83.84,4.29,131.03,11.63,1279333
78.11,4.28,130.96,11.63,716609
